TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS1_SED_1_FLUX [10^-3 kg s^-1],NS1_SED_2_FLUX [10^-3 kg s^-1],NS1_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS1_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_SED_1_FLUX [10^-3 kg s^-1],NS2_SED_2_FLUX [10^-3 kg s^-1],NS2_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS2_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1],NS3_FLOW [m^3 s^-1],NS3_SALT_FLUX [psu m^3 s^-1],NS3_TEMP_FLUX [degrees celsius m^3 s^-1],NS3_SED_1_FLUX [10^-3 kg s^-1],NS3_SED_2_FLUX [10^-3 kg s^-1],NS3_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS3_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1]
02/01/2013 10:00:01, -0.1235770E+05, -0.4460013E+06, -0.3477022E+06,  0.4117888E+01,  0.6401592E+04,  0.0000000E+00,  0.0000000E+00,  0.6423841E+01,  0.6715231E+02,  0.1003436E+03,  0.3968917E-12, -0.3547517E+01,  0.0000000E+00,  0.0000000E+00,  0.8621832E+02,  0.9577916E+04,  0.5278186E+04,  0.3697905E+03,  0.7403435E+03,  0.0000000E+00,  0.0000000E+00
02/01/2013 11:00:09, -0.1145420E+05, -0.4128736E+06, -0.3283236E+06,  0.3540577E+01,  0.6165510E+04,  0.0000000E+00,  0.0000000E+00,  0.2116036E+02,  0.6356423E+03,  0.5072517E+03,  0.7605073E-12, -0.9656178E+00,  0.0000000E+00,  0.0000000E+00, -0.9463588E+02,  0.2516789E+04, -0.3436188E+03,  0.1747864E+03,  0.5050381E+03,  0.0000000E+00,  0.0000000E+00
02/01/2013 12:00:03, -0.4081748E+05, -0.1454867E+07, -0.9924662E+06,  0.2060300E+01,  0.5416818E+04,  0.0000000E+00,  0.0000000E+00,  0.2162821E+02,  0.6771238E+03,  0.5301487E+03,  0.1411740E-11, -0.3295674E+00,  0.0000000E+00,  0.0000000E+00, -0.3327927E+03, -0.7665467E+04, -0.8162930E+04,  0.1881615E+01,  0.9067900E+02,  0.0000000E+00,  0.0000000E+00
02/01/2013 13:00:04, -0.2945428E+05, -0.1050479E+07, -0.7446364E+06,  0.1108450E+01,  0.5417428E+04,  0.0000000E+00,  0.0000000E+00,  0.1622631E+02,  0.4799454E+03,  0.3849510E+03,  0.6114219E-11, -0.2511960E+00,  0.0000000E+00,  0.0000000E+00, -0.3689611E+03, -0.9439439E+04, -0.9438673E+04, -0.1488162E-12,  0.5625525E+01,  0.0000000E+00,  0.0000000E+00
02/01/2013 14:00:07, -0.3309039E+05, -0.1178756E+07, -0.8350611E+06,  0.2936421E-01,  0.5188452E+04,  0.0000000E+00,  0.0000000E+00,  0.1681725E+02,  0.5014437E+03,  0.4002167E+03,  0.2167144E-10, -0.1446101E+00,  0.0000000E+00,  0.0000000E+00, -0.4208009E+03, -0.1133356E+05, -0.1100655E+05, -0.9293722E-11,  0.3403656E+01,  0.0000000E+00,  0.0000000E+00
02/01/2013 15:00:01, -0.7045099E+04, -0.2529637E+06, -0.2577083E+06,  0.2190447E-06,  0.5494281E+04,  0.0000000E+00,  0.0000000E+00,  0.9273458E+01,  0.2265605E+03,  0.1970559E+03,  0.1092756E-09, -0.1169052E+00,  0.0000000E+00,  0.0000000E+00, -0.3842177E+03, -0.1016992E+05, -0.9967633E+04, -0.3282636E-11,  0.2500312E+01,  0.0000000E+00,  0.0000000E+00
02/01/2013 16:00:02, -0.1026211E+05, -0.3667620E+06, -0.3388798E+06,  0.6168298E-07,  0.5432464E+04,  0.0000000E+00,  0.0000000E+00,  0.7699678E+01,  0.1763337E+03,  0.1574449E+03,  0.4982707E-09, -0.6682978E-01,  0.0000000E+00,  0.0000000E+00, -0.2940799E+03, -0.6758507E+04, -0.7173185E+04, -0.1274228E-11,  0.3328060E+02,  0.0000000E+00,  0.0000000E+00
02/01/2013 17:00:01, -0.1395383E+05, -0.4974092E+06, -0.4323402E+06,  0.1626489E-07,  0.5310234E+04,  0.0000000E+00,  0.0000000E+00,  0.1280453E+02,  0.3719176E+03,  0.2993398E+03,  0.9455149E-09, -0.2552197E-01,  0.0000000E+00,  0.0000000E+00, -0.3560146E+03, -0.8835304E+04, -0.8970505E+04, -0.5463244E-12,  0.2103557E+02,  0.0000000E+00,  0.0000000E+00
02/01/2013 18:00:07, -0.1755511E+05, -0.6248488E+06, -0.5156140E+06,  0.4138406E-08,  0.4792589E+04,  0.0000000E+00,  0.0000000E+00,  0.5692258E+01,  0.1233424E+03,  0.1133344E+03,  0.2291544E-08, -0.1631542E-01,  0.0000000E+00,  0.0000000E+00, -0.3218025E+03, -0.7923233E+04, -0.8080936E+04, -0.2568994E-12,  0.5650496E+01,  0.0000000E+00,  0.0000000E+00
02/01/2013 19:00:09, -0.2006250E+05, -0.7132996E+06, -0.5709057E+06,  0.1017795E-08,  0.4206275E+04,  0.0000000E+00,  0.0000000E+00,  0.1018336E+01, -0.3649556E+02, -0.7298370E+01,  0.4599493E-08, -0.9544340E-02,  0.0000000E+00,  0.0000000E+00, -0.1968988E+03, -0.3284011E+04, -0.4262261E+04,  0.4584538E+01,  0.8373897E+02,  0.0000000E+00,  0.0000000E+00
02/01/2013 20:00:04, -0.1679941E+05, -0.5968984E+06, -0.4956863E+06,  0.2464244E-09,  0.3633649E+04,  0.0000000E+00,  0.0000000E+00,  0.1149232E+02,  0.3448539E+03,  0.2741935E+03,  0.4021742E-08, -0.2948243E-02,  0.0000000E+00,  0.0000000E+00, -0.2891892E+03, -0.6530825E+04, -0.7011656E+04,  0.3518641E+00,  0.6055241E+02,  0.0000000E+00,  0.0000000E+00
02/01/2013 21:00:03,  0.2199205E+04,  0.7836654E+05, -0.5376785E+05,  0.5763504E-10,  0.3069908E+04,  0.0000000E+00,  0.0000000E+00,  0.1459301E+02,  0.4608132E+03,  0.3590493E+03,  0.3817932E-08, -0.1085807E-02,  0.0000000E+00,  0.0000000E+00, -0.4350427E+03, -0.1198419E+05, -0.1148437E+05,  0.1020493E-13,  0.6145306E+00,  0.0000000E+00,  0.0000000E+00
02/01/2013 22:00:04, -0.1225845E+04, -0.4313132E+05, -0.1151811E+06,  0.1271268E-10,  0.2470294E+04,  0.0000000E+00,  0.0000000E+00,  0.1217761E+02,  0.3730118E+03,  0.2944255E+03,  0.6699125E-08, -0.7491124E-03,  0.0000000E+00,  0.0000000E+00, -0.3800850E+03, -0.1032951E+05, -0.9970554E+04, -0.4670260E-10,  0.1037931E+01,  0.0000000E+00,  0.0000000E+00
02/01/2013 23:00:05, -0.2872292E+04, -0.1013221E+06, -0.1371653E+06,  0.2773529E-11,  0.2053865E+04,  0.0000000E+00,  0.0000000E+00,  0.1960818E+02,  0.6361682E+03,  0.4904906E+03,  0.5486980E-08, -0.3010398E-03,  0.0000000E+00,  0.0000000E+00, -0.3907977E+03, -0.1050304E+05, -0.1019968E+05, -0.1889118E-10,  0.5917858E+00,  0.0000000E+00,  0.0000000E+00
03/01/2013 00:00:05,  0.2420656E+05,  0.8601082E+06,  0.4853494E+06,  0.6560954E-12,  0.1819844E+04,  0.0000000E+00,  0.0000000E+00,  0.1508491E+02,  0.4748592E+03,  0.3708036E+03,  0.1178896E-07, -0.3579915E-03,  0.0000000E+00,  0.0000000E+00, -0.3773645E+03, -0.1008254E+05, -0.9821584E+04, -0.6334213E-11,  0.3721904E+00,  0.0000000E+00,  0.0000000E+00
03/01/2013 01:00:03,  0.1732155E+05,  0.6144923E+06,  0.3363876E+06,  0.1451872E-12,  0.1545879E+04,  0.0000000E+00,  0.0000000E+00,  0.1429123E+02,  0.4449527E+03,  0.3493419E+03,  0.1807399E-07, -0.3138348E-03,  0.0000000E+00,  0.0000000E+00, -0.3189691E+03, -0.7989094E+04, -0.8072080E+04, -0.3401771E-11,  0.2654791E+00,  0.0000000E+00,  0.0000000E+00
03/01/2013 02:00:06,  0.1749024E+05,  0.6194181E+06,  0.3466574E+06,  0.3278449E-13,  0.1357309E+04,  0.0000000E+00,  0.0000000E+00,  0.7082936E+01,  0.1913846E+03,  0.1605556E+03,  0.3630526E-07, -0.3149665E-03,  0.0000000E+00,  0.0000000E+00, -0.1845843E+03, -0.3112381E+04, -0.4024321E+04,  0.1745012E+01,  0.6555178E+02,  0.0000000E+00,  0.0000000E+00
03/01/2013 03:00:06,  0.4503912E+05,  0.1596993E+07,  0.9727929E+06,  0.8022115E-14,  0.1294411E+04,  0.0000000E+00,  0.0000000E+00,  0.3949374E+01,  0.8738092E+02,  0.8146687E+02,  0.5694013E-07, -0.2073793E-03,  0.0000000E+00,  0.0000000E+00, -0.7945087E+02,  0.6438317E+03, -0.8869200E+03,  0.2884531E+02,  0.1764206E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 04:00:08,  0.3700932E+05,  0.1310917E+07,  0.7956598E+06,  0.1751198E-14,  0.1166486E+04,  0.0000000E+00,  0.0000000E+00,  0.1389650E+01,  0.7456268E+01,  0.1904509E+02,  0.7170588E-07, -0.1083620E-03,  0.0000000E+00,  0.0000000E+00, -0.4792597E+01,  0.3350065E+04,  0.1360877E+04,  0.5158184E+02,  0.2471550E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 05:00:03,  0.3758162E+05,  0.1330390E+07,  0.8115399E+06,  0.3869258E-15,  0.1082101E+04,  0.0000000E+00,  0.0000000E+00,  0.1011634E+01,  0.1428345E+01,  0.1271065E+02,  0.7556501E-07, -0.5049857E-04,  0.0000000E+00,  0.0000000E+00,  0.5737211E+02,  0.5389888E+04,  0.3131492E+04,  0.5988632E+02,  0.2818235E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 06:00:08,  0.9286161E+04,  0.3248095E+06,  0.1751710E+06,  0.7756428E-16,  0.9544042E+03,  0.0000000E+00,  0.0000000E+00, -0.1009965E+01, -0.6228221E+02, -0.3655271E+02,  0.8098196E-07, -0.2443102E-04,  0.0000000E+00,  0.0000000E+00,  0.1284056E+03,  0.7737345E+04,  0.5162808E+04,  0.6592891E+02,  0.2908914E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 07:00:09,  0.1202526E+05,  0.4221572E+06,  0.2391914E+06,  0.1685956E-16,  0.9206586E+03,  0.0000000E+00,  0.0000000E+00, -0.4756918E+00, -0.3679324E+02, -0.1949460E+02,  0.7155893E-07, -0.9751302E-05,  0.0000000E+00,  0.0000000E+00,  0.1445221E+03,  0.8106022E+04,  0.5542057E+04,  0.4973709E+02,  0.2498103E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 08:00:08,  0.1639160E+05,  0.5773249E+06,  0.3404959E+06,  0.3675835E-17,  0.8754842E+03,  0.0000000E+00,  0.0000000E+00, -0.1597435E+00, -0.1857740E+02, -0.8277653E+01,  0.5126630E-07, -0.3311343E-05,  0.0000000E+00,  0.0000000E+00,  0.1375222E+03,  0.7534795E+04,  0.5174686E+04,  0.2313760E+02,  0.1815094E+03,  0.0000000E+00,  0.0000000E+00
03/01/2013 09:00:05, -0.2278676E+05, -0.8141566E+06, -0.5402817E+06,  0.6255585E-18,  0.7531093E+03,  0.0000000E+00,  0.0000000E+00,  0.4529908E+01,  0.1480489E+03,  0.1146111E+03,  0.1401909E-07, -0.4842885E-06,  0.0000000E+00,  0.0000000E+00,  0.4334334E+02,  0.3852746E+04,  0.2231604E+04,  0.2394235E+01,  0.7683701E+02,  0.0000000E+00,  0.0000000E+00
03/01/2013 10:00:06, -0.1402475E+05, -0.5027317E+06, -0.3420186E+06,  0.1315063E-18,  0.7494861E+03,  0.0000000E+00,  0.0000000E+00,  0.5016442E+01,  0.1656636E+03,  0.1273014E+03,  0.9574276E-08, -0.1728929E-06,  0.0000000E+00,  0.0000000E+00, -0.2774378E+02,  0.9281658E+03, -0.4006049E+02, -0.1948346E-09,  0.3603431E+01,  0.0000000E+00,  0.0000000E+00
03/01/2013 11:00:09, -0.1323385E+05, -0.4743546E+06, -0.3245860E+06,  0.2164936E-19,  0.7248007E+03,  0.0000000E+00,  0.0000000E+00,  0.1204736E+02,  0.4021775E+03,  0.3068184E+03,  0.8249912E-08, -0.7543403E-07,  0.0000000E+00,  0.0000000E+00, -0.1825146E+03, -0.4635515E+04, -0.4648130E+04, -0.8220153E-11,  0.1261688E-01,  0.0000000E+00,  0.0000000E+00
03/01/2013 12:00:10, -0.3415888E+05, -0.1217135E+07, -0.7954388E+06, -0.1906218E-19,  0.6495319E+03,  0.0000000E+00,  0.0000000E+00,  0.9923248E+01,  0.3315583E+03,  0.2526780E+03,  0.6685072E-08, -0.3295641E-07,  0.0000000E+00,  0.0000000E+00, -0.2938948E+03, -0.8586654E+04, -0.7945868E+04, -0.1537029E-11,  0.1982159E-02,  0.0000000E+00,  0.0000000E+00
03/01/2013 13:00:08, -0.2567749E+05, -0.9149787E+06, -0.5997379E+06, -0.1023598E-18,  0.6285636E+03,  0.0000000E+00,  0.0000000E+00,  0.9212566E+01,  0.3078246E+03,  0.2343674E+03,  0.5437599E-08, -0.2265816E-07,  0.0000000E+00,  0.0000000E+00, -0.3290520E+03, -0.9885896E+04, -0.9006750E+04, -0.6405202E-12,  0.8844096E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 14:00:06, -0.2857205E+05, -0.1016796E+07, -0.6608066E+06, -0.2861718E-18,  0.5944130E+03,  0.0000000E+00,  0.0000000E+00,  0.5250638E+01,  0.1750299E+03,  0.1330206E+03,  0.4203170E-08, -0.1479138E-07,  0.0000000E+00,  0.0000000E+00, -0.3807123E+03, -0.1167582E+05, -0.1051991E+05, -0.2310121E-12,  0.3726289E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 15:00:06, -0.8238153E+04, -0.2942321E+06, -0.2002240E+06, -0.7366757E-18,  0.6192314E+03,  0.0000000E+00,  0.0000000E+00,  0.2491112E+01,  0.8241844E+02,  0.6235258E+02,  0.3464106E-08, -0.1174279E-07,  0.0000000E+00,  0.0000000E+00, -0.4028408E+03, -0.1245185E+05, -0.1117035E+05, -0.8970099E-13,  0.1692688E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 16:00:08, -0.9423384E+04, -0.3368121E+06, -0.2292266E+06, -0.1693569E-17,  0.6207906E+03,  0.0000000E+00,  0.0000000E+00, -0.1101416E+01, -0.3854778E+02, -0.2981743E+02,  0.4180752E-08, -0.1126188E-07,  0.0000000E+00,  0.0000000E+00, -0.3404785E+03, -0.1049806E+05, -0.9425740E+04, -0.5316018E-13,  0.1064017E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 17:00:01, -0.1305047E+05, -0.4660092E+06, -0.3125695E+06, -0.3600000E-17,  0.6290312E+03,  0.0000000E+00,  0.0000000E+00, -0.4610539E+01, -0.1581897E+03, -0.1202468E+03,  0.8975598E-08, -0.1273672E-07,  0.0000000E+00,  0.0000000E+00, -0.2990815E+03, -0.9070367E+04, -0.8209301E+04, -0.6597943E-13,  0.1250808E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 18:00:07,  0.1627550E+04,  0.5485695E+05,  0.2138394E+05, -0.7527382E-17,  0.6616669E+03,  0.0000000E+00,  0.0000000E+00, -0.1168896E+02, -0.4045175E+03, -0.3033770E+03,  0.7746128E-07, -0.4033947E-07,  0.0000000E+00,  0.0000000E+00, -0.1789456E+03, -0.5036694E+04, -0.4737627E+04, -0.9257947E-13,  0.1487688E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 19:00:04, -0.3245976E+04, -0.1190067E+06, -0.8754483E+05, -0.1474486E-16,  0.6626154E+03,  0.0000000E+00,  0.0000000E+00, -0.5120361E+01, -0.1803788E+03, -0.1327455E+03,  0.6072139E-07, -0.3616136E-07,  0.0000000E+00,  0.0000000E+00, -0.1988009E+03, -0.5401260E+04, -0.5174339E+04, -0.1066424E-12,  0.1483015E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 20:00:00, -0.1494845E+04, -0.5762258E+05, -0.4436818E+05, -0.2881051E-16,  0.6671826E+03,  0.0000000E+00,  0.0000000E+00, -0.1314169E+02, -0.4652819E+03, -0.3381778E+03,  0.1646669E-06, -0.1120986E-06,  0.0000000E+00,  0.0000000E+00, -0.1227846E+03, -0.2974534E+04, -0.3034638E+04, -0.9787663E-13,  0.1000873E-03,  0.0000000E+00,  0.0000000E+00
03/01/2013 21:00:04,  0.1280625E+05,  0.4494807E+06,  0.2868439E+06, -0.5612804E-16,  0.6818021E+03,  0.0000000E+00,  0.0000000E+00,  0.1472486E+01,  0.4337151E+02,  0.3732008E+02,  0.6700974E-07, -0.3285669E-07,  0.0000000E+00,  0.0000000E+00, -0.2550443E+03, -0.7289706E+04, -0.6796536E+04, -0.9736894E-13,  0.5661786E-04,  0.0000000E+00,  0.0000000E+00
03/01/2013 22:00:01,  0.7854198E+04,  0.2724613E+06,  0.1817710E+06, -0.1106060E-15,  0.6610284E+03,  0.0000000E+00,  0.0000000E+00, -0.7276243E+01, -0.2614153E+03, -0.1861970E+03,  0.1393694E-06, -0.7971563E-07,  0.0000000E+00,  0.0000000E+00, -0.3122289E+03, -0.9348515E+04, -0.8507516E+04, -0.5268434E-13,  0.2301382E-04,  0.0000000E+00,  0.0000000E+00
03/01/2013 23:00:02,  0.9066106E+04,  0.3144611E+06,  0.2164697E+06, -0.2358306E-15,  0.6578439E+03,  0.0000000E+00,  0.0000000E+00, -0.1215839E+02, -0.4403692E+03, -0.3084262E+03,  0.1498579E-06, -0.1462442E-06,  0.0000000E+00,  0.0000000E+00, -0.1723332E+03, -0.4717608E+04, -0.4499078E+04, -0.9302310E-13,  0.2194513E-04,  0.0000000E+00,  0.0000000E+00
04/01/2013 00:00:04,  0.2548435E+05,  0.8970592E+06,  0.6017992E+06, -0.5282297E-15,  0.6851779E+03,  0.0000000E+00,  0.0000000E+00, -0.5742952E+01, -0.2149160E+03, -0.1448747E+03,  0.9114767E-07, -0.1008618E-06,  0.0000000E+00,  0.0000000E+00, -0.2165513E+03, -0.5967142E+04, -0.5670271E+04, -0.1016255E-12,  0.1766044E-04,  0.0000000E+00,  0.0000000E+00
04/01/2013 01:00:02,  0.2159259E+05,  0.7588548E+06,  0.5331036E+06,  0.3545520E+00,  0.6752759E+03,  0.0000000E+00,  0.0000000E+00, -0.1497278E+02, -0.5491064E+03, -0.3747089E+03,  0.7579845E-07, -0.2041968E-06,  0.0000000E+00,  0.0000000E+00, -0.1629940E+03, -0.4266907E+04, -0.4171266E+04, -0.8733091E-13,  0.1154522E-04,  0.0000000E+00,  0.0000000E+00
04/01/2013 02:00:09,  0.2120472E+05,  0.7456970E+06,  0.5453346E+06,  0.2134742E+01,  0.6685889E+03,  0.0000000E+00,  0.0000000E+00, -0.1633714E+02, -0.6029691E+03, -0.4069760E+03,  0.4374118E-07, -0.6015384E+00,  0.0000000E+00,  0.0000000E+00, -0.6918600E+02, -0.1054937E+04, -0.1443064E+04, -0.1128166E-12,  0.1001966E-04,  0.0000000E+00,  0.0000000E+00
04/01/2013 03:00:02,  0.3172760E+05,  0.1119931E+07,  0.7982501E+06,  0.2700420E+01,  0.6725355E+03,  0.0000000E+00,  0.0000000E+00, -0.8262730E+01, -0.3089733E+03, -0.2043697E+03,  0.2406224E-07, -0.5217263E+00,  0.0000000E+00,  0.0000000E+00, -0.1260669E+03, -0.2938856E+04, -0.3075897E+04, -0.9275039E-13,  0.6019548E-05,  0.0000000E+00,  0.0000000E+00
04/01/2013 04:00:06,  0.2800307E+05,  0.9878042E+06,  0.7256767E+06,  0.9187907E+01,  0.6750217E+03,  0.0000000E+00,  0.0000000E+00, -0.1152746E+02, -0.4254806E+03, -0.2842543E+03,  0.1764776E-07, -0.3609432E+00,  0.0000000E+00,  0.0000000E+00, -0.4251103E+02, -0.2838818E+03, -0.7386190E+03, -0.8457958E-13,  0.3867710E-05,  0.0000000E+00,  0.0000000E+00
04/01/2013 05:00:01,  0.2821040E+05,  0.9954261E+06,  0.7414718E+06,  0.2891767E+02,  0.6934579E+03,  0.0000000E+00,  0.0000000E+00, -0.1209617E+02, -0.4445612E+03, -0.2958595E+03,  0.1094633E-07, -0.1625430E+00,  0.0000000E+00,  0.0000000E+00,  0.1229422E+03,  0.5534086E+04,  0.4128412E+04, -0.1563829E-12,  0.3177436E+01,  0.0000000E+00,  0.0000000E+00
04/01/2013 06:00:02,  0.5565630E+04,  0.1918132E+06,  0.2399783E+06,  0.7823626E+02,  0.6600848E+03,  0.0000000E+00,  0.0000000E+00, -0.7157502E+01, -0.2639322E+03, -0.1738806E+03,  0.4874156E-08, -0.5017643E-01,  0.0000000E+00,  0.0000000E+00,  0.1024471E+03,  0.5096739E+04,  0.3619885E+04, -0.1475417E-12,  0.1525956E+02,  0.0000000E+00,  0.0000000E+00
04/01/2013 07:00:09,  0.8079709E+04,  0.2827808E+06,  0.3072639E+06,  0.1134895E+03,  0.6498077E+03,  0.0000000E+00,  0.0000000E+00, -0.1226692E+02, -0.4460021E+03, -0.2987038E+03,  0.5273749E-08, -0.4347955E-01,  0.0000000E+00,  0.0000000E+00,  0.1368163E+03,  0.6269667E+04,  0.4593176E+04, -0.1243203E-12,  0.3422694E+02,  0.0000000E+00,  0.0000000E+00
04/01/2013 08:00:03,  0.1045914E+05,  0.3686727E+06,  0.3701682E+06,  0.1333921E+03,  0.6245123E+03,  0.0000000E+00,  0.0000000E+00, -0.1254758E+02, -0.4548019E+03, -0.3044656E+03,  0.4890845E-08, -0.2345474E-01,  0.0000000E+00,  0.0000000E+00,  0.1563974E+03,  0.7182331E+04,  0.5222243E+04, -0.1398532E-12,  0.4664216E+02,  0.0000000E+00,  0.0000000E+00
