TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS1_SED_1_FLUX [10^-3 kg s^-1],NS1_SED_2_FLUX [10^-3 kg s^-1],NS1_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS1_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_SED_1_FLUX [10^-3 kg s^-1],NS2_SED_2_FLUX [10^-3 kg s^-1],NS2_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS2_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1],NS3_FLOW [m^3 s^-1],NS3_SALT_FLUX [psu m^3 s^-1],NS3_TEMP_FLUX [degrees celsius m^3 s^-1],NS3_SED_1_FLUX [10^-3 kg s^-1],NS3_SED_2_FLUX [10^-3 kg s^-1],NS3_SED_1_BEDLOAD_FLUX [10^-3 kg s^-1],NS3_SED_2_BEDLOAD_FLUX [10^-3 kg s^-1]
18/03/2013 23:00:08,  0.2749911E+05,  0.9812441E+06,  0.6789811E+06, -0.1332820E-02,  0.2287865E+04,  0.0000000E+00,  0.0000000E+00, -0.1036402E+02, -0.3852211E+03, -0.2511888E+03,  0.1122910E-10, -0.2146947E-05,  0.0000000E+00,  0.0000000E+00,  0.1066333E+03,  0.3822207E+04,  0.2576508E+04, -0.4251860E-23,  0.3761451E-01,  0.0000000E+00,  0.0000000E+00
19/03/2013 00:00:05,  0.1001816E+05,  0.3607888E+06,  0.2745834E+06, -0.1412687E-02,  0.2088203E+04,  0.0000000E+00,  0.0000000E+00,  0.4289513E+00,  0.1365328E+02,  0.8428102E+01,  0.2865143E-11, -0.3516077E-06,  0.0000000E+00,  0.0000000E+00,  0.3964914E+02,  0.1438061E+04,  0.9621161E+03, -0.4129713E-23,  0.2902875E-01,  0.0000000E+00,  0.0000000E+00
19/03/2013 01:00:07,  0.1452522E+05,  0.5227218E+06,  0.3696501E+06, -0.1814392E-02,  0.1957774E+04,  0.0000000E+00,  0.0000000E+00, -0.1092518E+01, -0.4258645E+02, -0.2797763E+02,  0.5125456E-11, -0.4514071E-06,  0.0000000E+00,  0.0000000E+00, -0.3432187E+02, -0.1207267E+04, -0.8263442E+03, -0.2899935E-23,  0.1039778E-01,  0.0000000E+00,  0.0000000E+00
19/03/2013 02:00:01,  0.1472306E+05,  0.5316021E+06,  0.3649596E+06, -0.2190649E-02,  0.1809976E+04,  0.0000000E+00,  0.0000000E+00, -0.4869379E+01, -0.1809919E+03, -0.1171330E+03,  0.5252373E-11, -0.4973676E-06,  0.0000000E+00,  0.0000000E+00,  0.9583548E+02,  0.3446289E+04,  0.2319888E+04, -0.8002463E-23,  0.2287578E-01,  0.0000000E+00,  0.0000000E+00
19/03/2013 03:00:09, -0.2366838E+05, -0.8309122E+06, -0.5264656E+06, -0.2387549E-02,  0.1522800E+04,  0.0000000E+00,  0.0000000E+00,  0.2953755E+01,  0.1058208E+03,  0.6821250E+02,  0.1328916E-11, -0.1155707E-06,  0.0000000E+00,  0.0000000E+00, -0.9519144E+01, -0.3201254E+03, -0.2290214E+03, -0.3014196E-23,  0.8937771E-02,  0.0000000E+00,  0.0000000E+00
19/03/2013 04:00:02, -0.1366492E+05, -0.4733383E+06, -0.3117981E+06, -0.3424184E-02,  0.1532116E+04,  0.0000000E+00,  0.0000000E+00, -0.1457394E+01, -0.5543743E+02, -0.3574965E+02,  0.3512525E-11, -0.1681253E-06,  0.0000000E+00,  0.0000000E+00, -0.7067415E+02, -0.2501300E+04, -0.1708025E+04, -0.1789209E-23,  0.3394628E-02,  0.0000000E+00,  0.0000000E+00
19/03/2013 05:00:02, -0.1309865E+05, -0.4512692E+06, -0.3123504E+06, -0.4610255E-02,  0.1528987E+04,  0.0000000E+00,  0.0000000E+00, -0.3297391E+01, -0.1226049E+03, -0.7883054E+02,  0.3638412E-11, -0.1303926E-06,  0.0000000E+00,  0.0000000E+00,  0.3881168E+02,  0.1399559E+04,  0.9395365E+03, -0.3534736E-23,  0.5850504E-02,  0.0000000E+00,  0.0000000E+00
19/03/2013 06:00:10, -0.5184269E+05, -0.1825830E+07, -0.1211256E+07, -0.4681602E-02,  0.1348041E+04,  0.0000000E+00,  0.0000000E+00,  0.8560696E+01,  0.3097419E+03,  0.1997172E+03,  0.5004827E-12, -0.2749131E-07,  0.0000000E+00,  0.0000000E+00, -0.1938501E+03, -0.6878774E+04, -0.4689855E+04, -0.2821102E-24,  0.2769966E-03,  0.0000000E+00,  0.0000000E+00
19/03/2013 07:00:05, -0.4032040E+05, -0.1414322E+07, -0.9589750E+06, -0.5731504E-02,  0.1406560E+04,  0.0000000E+00,  0.0000000E+00,  0.2871386E+01,  0.1033595E+03,  0.6671562E+02,  0.9664755E-12, -0.1810996E-07,  0.0000000E+00,  0.0000000E+00, -0.3192708E+03, -0.1132868E+05, -0.7726463E+04, -0.1116443E-24,  0.2239896E-04,  0.0000000E+00,  0.0000000E+00
19/03/2013 08:00:03, -0.4163889E+05, -0.1459315E+07, -0.9996539E+06, -0.6795431E-02,  0.1402685E+04,  0.0000000E+00,  0.0000000E+00,  0.2268736E+01,  0.8143527E+02,  0.5259061E+02,  0.1169286E-11, -0.1357231E-07,  0.0000000E+00,  0.0000000E+00, -0.2088890E+03, -0.7410279E+04, -0.5056732E+04, -0.4962265E-25,  0.1013504E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 09:00:01, -0.4079211E+05, -0.1428471E+07, -0.9902265E+06, -0.7386038E-02,  0.1336971E+04,  0.0000000E+00,  0.0000000E+00,  0.9901218E+01,  0.3586847E+03,  0.2310073E+03,  0.4362860E-12, -0.5665748E-08,  0.0000000E+00,  0.0000000E+00, -0.3471084E+03, -0.1231003E+05, -0.8400886E+04, -0.2005914E-25,  0.3816364E-07,  0.0000000E+00,  0.0000000E+00
19/03/2013 10:00:05, -0.3684264E+05, -0.1289873E+07, -0.9084215E+06, -0.7975741E-02,  0.1205324E+04,  0.0000000E+00,  0.0000000E+00,  0.7794809E+01,  0.2823938E+03,  0.1817345E+03,  0.3818624E-12, -0.2926465E-08,  0.0000000E+00,  0.0000000E+00, -0.4024729E+03, -0.1426904E+05, -0.9736354E+04, -0.2668974E-26,  0.3723319E-04,  0.0000000E+00,  0.0000000E+00
19/03/2013 11:00:09, -0.4116303E+05, -0.1445245E+07, -0.1014768E+07, -0.8036926E-02,  0.1073823E+04,  0.0000000E+00,  0.0000000E+00,  0.1258252E+02,  0.4561273E+03,  0.2933323E+03,  0.3318055E-12, -0.1524963E-08,  0.0000000E+00,  0.0000000E+00, -0.3796145E+03, -0.1345441E+05, -0.9179096E+04, -0.4277062E-27,  0.1120886E-04,  0.0000000E+00,  0.0000000E+00
19/03/2013 12:00:01, -0.4511673E+03, -0.1502469E+04, -0.8273048E+05, -0.8507401E-02,  0.1101081E+04,  0.0000000E+00,  0.0000000E+00,  0.1435861E+02,  0.5206408E+03,  0.3346170E+03,  0.2514265E-12, -0.7114475E-09,  0.0000000E+00,  0.0000000E+00, -0.4143947E+03, -0.1468255E+05, -0.1001542E+05, -0.9367813E-28,  0.3512235E-06,  0.0000000E+00,  0.0000000E+00
19/03/2013 13:00:01, -0.9668710E+04, -0.3324153E+06, -0.2907955E+06, -0.6023112E-02,  0.9767655E+03,  0.0000000E+00,  0.0000000E+00,  0.1398708E+02,  0.5072224E+03,  0.3257165E+03,  0.1967861E-12, -0.3683283E-09,  0.0000000E+00,  0.0000000E+00, -0.3672827E+03, -0.1300923E+05, -0.8872640E+04, -0.2670812E-28,  0.2779810E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 14:00:09, -0.1120054E+05, -0.3902652E+06, -0.3222696E+06, -0.4544441E-02,  0.8997724E+03,  0.0000000E+00,  0.0000000E+00,  0.1642033E+02,  0.5955452E+03,  0.3823496E+03,  0.1142938E-12, -0.1636076E-09,  0.0000000E+00,  0.0000000E+00, -0.4832255E+03, -0.1711058E+05, -0.1166819E+05, -0.6261207E-29,  0.5581387E-04,  0.0000000E+00,  0.0000000E+00
19/03/2013 15:00:02,  0.2979259E+05,  0.1062886E+07,  0.6275799E+06, -0.4807093E-02,  0.9265133E+03,  0.0000000E+00,  0.0000000E+00,  0.6087810E+01,  0.2207028E+03,  0.1402591E+03,  0.7428020E-13, -0.1843479E-09,  0.0000000E+00,  0.0000000E+00, -0.4194809E+03, -0.1484879E+05, -0.1012433E+05,  0.2437518E-13,  0.2268952E-01,  0.0000000E+00,  0.0000000E+00
19/03/2013 16:00:06,  0.1636068E+05,  0.5838887E+06,  0.3323087E+06, -0.4020608E-02,  0.8514537E+03,  0.0000000E+00,  0.0000000E+00,  0.3820018E+01,  0.1384241E+03,  0.8689575E+02,  0.5501142E-13, -0.1622411E-09,  0.0000000E+00,  0.0000000E+00, -0.3433803E+03, -0.1215120E+05, -0.8283754E+04,  0.2534592E-30,  0.8143520E-04,  0.0000000E+00,  0.0000000E+00
19/03/2013 17:00:06,  0.1829549E+05,  0.6513271E+06,  0.3893992E+06, -0.3680223E-02,  0.8121545E+03,  0.0000000E+00,  0.0000000E+00, -0.2397295E+01, -0.8722209E+02, -0.5928518E+02,  0.4646793E-13,  0.5692591E-09,  0.0000000E+00,  0.0000000E+00, -0.2356243E+03, -0.8335406E+04, -0.5681566E+04, -0.1837769E-31,  0.4487952E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 18:00:00,  0.4033933E+05,  0.1433583E+07,  0.9124995E+06, -0.3475507E-02,  0.8112585E+03,  0.0000000E+00,  0.0000000E+00, -0.8509933E+01, -0.3093349E+03, -0.2034079E+03,  0.5143138E-13,  0.3538361E-08,  0.0000000E+00,  0.0000000E+00, -0.7736929E+02, -0.2736104E+04, -0.1864686E+04, -0.7027157E-30,  0.1458827E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 19:00:06,  0.3245605E+05,  0.1153781E+07,  0.7492159E+06, -0.2740142E-02,  0.7620130E+03,  0.0000000E+00,  0.0000000E+00, -0.2572752E+01, -0.9379735E+02, -0.6234751E+02,  0.6097904E-13,  0.2166609E-08,  0.0000000E+00,  0.0000000E+00, -0.8867501E+02, -0.3134917E+04, -0.2136267E+04, -0.1113321E-28,  0.9746921E-06,  0.0000000E+00,  0.0000000E+00
19/03/2013 20:00:01,  0.3557831E+05,  0.1265332E+07,  0.8377436E+06, -0.2237174E-02,  0.7206859E+03,  0.0000000E+00,  0.0000000E+00, -0.1205483E+02, -0.4391680E+03, -0.2865229E+03,  0.4256072E-12,  0.6425438E-08,  0.0000000E+00,  0.0000000E+00, -0.2891639E+02, -0.1021888E+04, -0.6964081E+03, -0.7095747E-28,  0.6575576E-06,  0.0000000E+00,  0.0000000E+00
19/03/2013 21:00:04,  0.3358596E+05,  0.1194258E+07,  0.8049370E+06, -0.2115292E-02,  0.6303391E+03,  0.0000000E+00,  0.0000000E+00, -0.1233183E+02, -0.4506550E+03, -0.2940337E+03,  0.5792139E-12, -0.3162529E-08,  0.0000000E+00,  0.0000000E+00,  0.2715356E+02,  0.9602102E+03,  0.6524313E+03, -0.2959962E-25,  0.8804692E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 22:00:09,  0.3239936E+05,  0.1151208E+07,  0.7872065E+06, -0.2093108E-02,  0.5446700E+03,  0.0000000E+00,  0.0000000E+00, -0.1036032E+02, -0.3796201E+03, -0.2474843E+03,  0.5367002E-12, -0.2078067E-07,  0.0000000E+00,  0.0000000E+00, -0.2862599E+02, -0.1010772E+04, -0.6891439E+03, -0.6606841E-25,  0.4711036E-05,  0.0000000E+00,  0.0000000E+00
19/03/2013 23:00:01,  0.3378232E+05,  0.1199828E+07,  0.8270977E+06, -0.2100298E-02,  0.4877990E+03,  0.0000000E+00,  0.0000000E+00, -0.1647046E+02, -0.6048074E+03, -0.3941597E+03,  0.9827086E-12, -0.1456923E-06,  0.0000000E+00,  0.0000000E+00,  0.8123709E+02,  0.2872125E+04,  0.1947546E+04, -0.3668699E-23,  0.1042802E-03,  0.0000000E+00,  0.0000000E+00
20/03/2013 00:00:02,  0.2523113E+05,  0.8957134E+06,  0.6338292E+06, -0.2047675E-02,  0.4325460E+03,  0.0000000E+00,  0.0000000E+00, -0.9001086E+01, -0.3315830E+03, -0.2163533E+03,  0.5623264E-12, -0.1517304E-06,  0.0000000E+00,  0.0000000E+00,  0.4449926E+02,  0.1574330E+04,  0.1063637E+04, -0.3145872E-22,  0.1137138E-02,  0.0000000E+00,  0.0000000E+00
20/03/2013 01:00:01,  0.2629002E+05,  0.9337197E+06,  0.6580104E+06, -0.2107284E-02,  0.4035146E+03,  0.0000000E+00,  0.0000000E+00, -0.1330470E+02, -0.4903574E+03, -0.3192261E+03,  0.7814282E-12, -0.4799933E-06,  0.0000000E+00,  0.0000000E+00,  0.1307681E+03,  0.4628363E+04,  0.3123650E+04, -0.3264724E-21,  0.2028479E-01,  0.0000000E+00,  0.0000000E+00
20/03/2013 02:00:07,  0.2703630E+05,  0.9612601E+06,  0.6731641E+06,  0.3424802E-01,  0.3972664E+03,  0.0000000E+00,  0.0000000E+00, -0.1043264E+02, -0.3851024E+03, -0.2503029E+03,  0.6047916E-12, -0.7855282E-06,  0.0000000E+00,  0.0000000E+00,  0.1407697E+03,  0.4994780E+04,  0.3364889E+04, -0.2802891E-20,  0.1176791E+00,  0.0000000E+00,  0.0000000E+00
20/03/2013 03:00:09, -0.1848833E+05, -0.6554494E+06, -0.3754165E+06,  0.2057771E+01,  0.3471270E+03,  0.0000000E+00,  0.0000000E+00, -0.1106354E+02, -0.4085900E+03, -0.2647932E+03,  0.6027364E-12, -0.1213541E-05,  0.0000000E+00,  0.0000000E+00,  0.1113034E+03,  0.3961203E+04,  0.2663219E+04, -0.1202542E-19,  0.2147607E+00,  0.0000000E+00,  0.0000000E+00
20/03/2013 04:00:08, -0.8925627E+04, -0.3138833E+06, -0.1613900E+06, -0.1521118E-02,  0.3526890E+03,  0.0000000E+00,  0.0000000E+00, -0.8511698E+01, -0.3146032E+03, -0.2032758E+03,  0.4681241E-12, -0.1263019E-05,  0.0000000E+00,  0.0000000E+00,  0.6599625E+02,  0.2353387E+04,  0.1579360E+04, -0.2940358E-19,  0.1794804E+00,  0.0000000E+00,  0.0000000E+00
20/03/2013 05:00:02, -0.7751236E+04, -0.2711346E+06, -0.1390362E+06, -0.2626257E-02,  0.3314432E+03,  0.0000000E+00,  0.0000000E+00, -0.9640024E+01, -0.3561005E+03, -0.2292210E+03,  0.4942516E-12, -0.1713872E-05,  0.0000000E+00,  0.0000000E+00,  0.8382429E+02,  0.2990455E+04,  0.2005091E+04, -0.7079537E-19,  0.2380659E+00,  0.0000000E+00,  0.0000000E+00
20/03/2013 06:00:07, -0.4772716E+05, -0.1691125E+07, -0.1058586E+07, -0.2112573E-02,  0.2792258E+03,  0.0000000E+00,  0.0000000E+00, -0.5443595E+01, -0.2013867E+03, -0.1291756E+03,  0.3068942E-12, -0.1198344E-05,  0.0000000E+00,  0.0000000E+00,  0.3004432E+02,  0.1076994E+04,  0.7178609E+03, -0.8375832E-19,  0.1144955E+00,  0.0000000E+00,  0.0000000E+00
20/03/2013 07:00:09, -0.3648603E+05, -0.1290752E+07, -0.8029411E+06, -0.2242958E-02,  0.2802171E+03,  0.0000000E+00,  0.0000000E+00,  0.2317451E+00,  0.7267670E+01,  0.4735512E+01,  0.1101216E-12, -0.3404975E-06,  0.0000000E+00,  0.0000000E+00, -0.2007406E+03, -0.7069345E+04, -0.4809292E+04, -0.1002903E-19,  0.4565700E-02,  0.0000000E+00,  0.0000000E+00
20/03/2013 08:00:04, -0.3714903E+05, -0.1313872E+07, -0.8192688E+06, -0.2182340E-02,  0.2639219E+03,  0.0000000E+00,  0.0000000E+00, -0.1648441E+01, -0.6142717E+02, -0.3889119E+02,  0.1414763E-12, -0.4340724E-06,  0.0000000E+00,  0.0000000E+00, -0.2963329E+03, -0.1043376E+05, -0.7095998E+04, -0.3594055E-20,  0.1185490E-03,  0.0000000E+00,  0.0000000E+00
20/03/2013 09:00:02, -0.3677889E+05, -0.1300938E+07, -0.8123217E+06, -0.1707699E-02,  0.2430232E+03,  0.0000000E+00,  0.0000000E+00, -0.4311615E+01, -0.1591357E+03, -0.1006950E+03,  0.1956311E-12, -0.6782556E-06,  0.0000000E+00,  0.0000000E+00, -0.2108555E+03, -0.7421825E+04, -0.5046797E+04, -0.1074036E-20,  0.3140977E-05,  0.0000000E+00,  0.0000000E+00
20/03/2013 10:00:04, -0.3449179E+05, -0.1221090E+07, -0.7612994E+06, -0.1772300E-02,  0.2212712E+03,  0.0000000E+00,  0.0000000E+00,  0.5032731E+01,  0.1819649E+03,  0.1165673E+03,  0.3801633E-13, -0.1597053E-06,  0.0000000E+00,  0.0000000E+00, -0.3400176E+03, -0.1196440E+05, -0.8134451E+04, -0.4460127E-21,  0.1204359E-06,  0.0000000E+00,  0.0000000E+00
20/03/2013 11:00:08, -0.3666297E+05, -0.1299855E+07, -0.8118873E+06, -0.2331214E-02,  0.2057683E+03,  0.0000000E+00,  0.0000000E+00,  0.4255522E+00,  0.1469527E+02,  0.9628942E+01,  0.6206918E-13, -0.1542098E-06,  0.0000000E+00,  0.0000000E+00, -0.3396668E+03, -0.1194829E+05, -0.8122233E+04, -0.8131118E-22,  0.1291676E-08,  0.0000000E+00,  0.0000000E+00
20/03/2013 12:00:00, -0.5953695E+04, -0.2098751E+06, -0.1093796E+06, -0.4548453E-02,  0.2069907E+03,  0.0000000E+00,  0.0000000E+00,  0.1268012E+01,  0.4542366E+02,  0.2914417E+02,  0.3085592E-13, -0.1115633E-06,  0.0000000E+00,  0.0000000E+00, -0.3285099E+03, -0.1155218E+05, -0.7851747E+04, -0.2310499E-22,  0.4827572E-10,  0.0000000E+00,  0.0000000E+00
20/03/2013 13:00:07, -0.1211909E+05, -0.4310203E+06, -0.2502670E+06, -0.4301417E-02,  0.1770315E+03,  0.0000000E+00,  0.0000000E+00,  0.6467220E+01,  0.2341818E+03,  0.1496546E+03,  0.2695505E-13, -0.9400088E-07,  0.0000000E+00,  0.0000000E+00, -0.4376183E+03, -0.1538421E+05, -0.1045471E+05, -0.5971612E-23,  0.1565224E-11,  0.0000000E+00,  0.0000000E+00
20/03/2013 14:00:05, -0.1358431E+05, -0.4845757E+06, -0.2832840E+06, -0.3944219E-02,  0.1556316E+03,  0.0000000E+00,  0.0000000E+00, -0.2928496E+01, -0.1076377E+03, -0.6873618E+02,  0.5169480E-13, -0.2108548E-06,  0.0000000E+00,  0.0000000E+00, -0.4211205E+03, -0.1479957E+05, -0.1005588E+05,  0.3026349E-14,  0.1630289E-01,  0.0000000E+00,  0.0000000E+00
20/03/2013 15:00:05,  0.1528426E+05,  0.5413534E+06,  0.3805314E+06, -0.5913710E-02,  0.1594574E+03,  0.0000000E+00,  0.0000000E+00, -0.5718596E+01, -0.2098474E+03, -0.1339978E+03,  0.7965243E-13, -0.3595913E-06,  0.0000000E+00,  0.0000000E+00, -0.3728982E+03, -0.1310073E+05, -0.8900245E+04,  0.3810578E-31,  0.4589060E-04,  0.0000000E+00,  0.0000000E+00
20/03/2013 16:00:09,  0.7125406E+04,  0.2524541E+06,  0.1974623E+06, -0.5608226E-02,  0.1525730E+03,  0.0000000E+00,  0.0000000E+00, -0.1044601E+02, -0.3831236E+03, -0.2438278E+03,  0.1315369E-12, -0.9481484E-06,  0.0000000E+00,  0.0000000E+00, -0.3045839E+03, -0.1069731E+05, -0.7266333E+04, -0.4415180E-32,  0.1433009E-05,  0.0000000E+00,  0.0000000E+00
20/03/2013 17:00:10,  0.7824377E+04,  0.2784644E+06,  0.2170624E+06, -0.6318974E-02,  0.1533377E+03,  0.0000000E+00,  0.0000000E+00, -0.9893847E+01, -0.3627296E+03, -0.2300303E+03,  0.1225361E-12, -0.1688311E-05,  0.0000000E+00,  0.0000000E+00, -0.2641575E+03, -0.9274579E+04, -0.6298979E+04, -0.1107503E-30,  0.8793584E-07,  0.0000000E+00,  0.0000000E+00
20/03/2013 18:00:00,  0.3396844E+05,  0.1208663E+07,  0.8174958E+06, -0.1050034E-01,  0.1714121E+03,  0.0000000E+00,  0.0000000E+00, -0.1942808E+02, -0.7120250E+03, -0.4498074E+03,  0.2441241E-12, -0.3651967E+00,  0.0000000E+00,  0.0000000E+00, -0.7737495E+02, -0.2715738E+04, -0.1844242E+04, -0.1209227E-29,  0.2907112E-07,  0.0000000E+00,  0.0000000E+00
20/03/2013 19:00:01,  0.2665700E+05,  0.9490464E+06,  0.6511129E+06, -0.1174125E-01,  0.1716763E+03,  0.0000000E+00,  0.0000000E+00, -0.7318328E+01, -0.2685361E+03, -0.1689577E+03,  0.1089803E-12, -0.2433294E+01,  0.0000000E+00,  0.0000000E+00, -0.1256416E+03, -0.4408438E+04, -0.2993318E+04, -0.1323968E-28,  0.2159151E-07,  0.0000000E+00,  0.0000000E+00
20/03/2013 20:00:02,  0.2759362E+05,  0.9827807E+06,  0.6734860E+06, -0.1435961E-01,  0.1807723E+03,  0.0000000E+00,  0.0000000E+00, -0.1395763E+02, -0.5110969E+03, -0.3204358E+03,  0.1972657E-12, -0.2244572E+01,  0.0000000E+00,  0.0000000E+00, -0.9685984E+02, -0.3397486E+04, -0.2306538E+04, -0.5283223E-28,  0.6439193E-08,  0.0000000E+00,  0.0000000E+00
20/03/2013 21:00:08,  0.4168845E+05,  0.1483760E+07,  0.9964853E+06, -0.1808762E-01,  0.1885730E+03,  0.0000000E+00,  0.0000000E+00, -0.9582795E+01, -0.3506903E+03, -0.2184368E+03,  0.1848226E-12, -0.8599210E+00,  0.0000000E+00,  0.0000000E+00,  0.4429785E+02,  0.1554105E+04,  0.1052625E+04, -0.1235078E-25,  0.1269594E-06,  0.0000000E+00,  0.0000000E+00
20/03/2013 22:00:08,  0.3770994E+05,  0.1341798E+07,  0.9047622E+06, -0.1854381E-01,  0.1760228E+03,  0.0000000E+00,  0.0000000E+00, -0.5583115E+01, -0.2042286E+03, -0.1267391E+03,  0.1324241E-12, -0.3448163E+00,  0.0000000E+00,  0.0000000E+00,  0.2759918E+02,  0.9686057E+03,  0.6539398E+03, -0.2732277E-24,  0.1447732E-05,  0.0000000E+00,  0.0000000E+00
20/03/2013 23:00:01,  0.3892104E+05,  0.1384613E+07,  0.9321869E+06, -0.2109372E-01,  0.1636653E+03,  0.0000000E+00,  0.0000000E+00, -0.1009525E+02, -0.3688604E+03, -0.2291200E+03,  0.2282434E-12, -0.3307662E+00,  0.0000000E+00,  0.0000000E+00,  0.9257426E+02,  0.3249066E+04,  0.2189196E+04, -0.1042850E-22,  0.5979854E-04,  0.0000000E+00,  0.0000000E+00
21/03/2013 00:00:06,  0.2809408E+05,  0.9993111E+06,  0.6843175E+06, -0.2132202E-01,  0.1437766E+03,  0.0000000E+00,  0.0000000E+00, -0.8224023E+01, -0.3001161E+03, -0.1858828E+03,  0.2348079E-12, -0.1754720E+00,  0.0000000E+00,  0.0000000E+00,  0.1306474E+03,  0.4588681E+04,  0.3078468E+04, -0.2522561E-21,  0.4510191E-02,  0.0000000E+00,  0.0000000E+00
21/03/2013 01:00:03,  0.2641716E+05,  0.9387003E+06,  0.6440678E+06, -0.2102153E-01,  0.1340316E+03,  0.0000000E+00,  0.0000000E+00, -0.7980367E+01, -0.2911039E+03, -0.1796849E+03,  0.2526587E-12, -0.1076819E+00,  0.0000000E+00,  0.0000000E+00,  0.1495598E+03,  0.5264551E+04,  0.3518238E+04, -0.1563582E-20,  0.3469890E-01,  0.0000000E+00,  0.0000000E+00
21/03/2013 02:00:01,  0.2803767E+05,  0.9957834E+06,  0.6769591E+06, -0.1937499E-01,  0.1286844E+03,  0.0000000E+00,  0.0000000E+00, -0.4949149E+01, -0.1805665E+03, -0.1107097E+03,  0.1936931E-12, -0.4770157E-01,  0.0000000E+00,  0.0000000E+00,  0.1556541E+03,  0.5505302E+04,  0.3661918E+04, -0.4343554E-20,  0.9952099E-01,  0.0000000E+00,  0.0000000E+00
21/03/2013 03:00:04, -0.2032869E+05, -0.7230491E+06, -0.4300265E+06, -0.1183598E-01,  0.9734844E+02,  0.0000000E+00,  0.0000000E+00, -0.2920849E+01, -0.1066277E+03, -0.6468040E+02,  0.1469024E-12, -0.2244494E-01,  0.0000000E+00,  0.0000000E+00,  0.1024224E+03,  0.3634457E+04,  0.2409362E+04, -0.5440326E-20,  0.1044934E+00,  0.0000000E+00,  0.0000000E+00
21/03/2013 04:00:04, -0.1164081E+05, -0.4120968E+06, -0.2330093E+06, -0.2002155E-01,  0.9925929E+02,  0.0000000E+00,  0.0000000E+00, -0.6579865E+01, -0.2398096E+03, -0.1464597E+03,  0.2184427E-12, -0.2638294E-01,  0.0000000E+00,  0.0000000E+00,  0.1416372E+03,  0.5037881E+04,  0.3332089E+04, -0.9559394E-20,  0.1730399E+00,  0.0000000E+00,  0.0000000E+00
21/03/2013 05:00:03, -0.8024654E+04, -0.2822102E+06, -0.1522136E+06, -0.2822205E-01,  0.9674976E+02,  0.0000000E+00,  0.0000000E+00, -0.4338516E+00, -0.1605239E+02, -0.8202862E+01,  0.8330817E-13, -0.5350460E-02,  0.0000000E+00,  0.0000000E+00,  0.8190836E+02,  0.2923566E+04,  0.1925917E+04, -0.7307973E-20,  0.1161096E+00,  0.0000000E+00,  0.0000000E+00
21/03/2013 06:00:10, -0.4625386E+05, -0.1639388E+07, -0.1026399E+07, -0.2949777E-01,  0.7901232E+02,  0.0000000E+00,  0.0000000E+00,  0.2423623E+01,  0.8780606E+02,  0.5724118E+02,  0.4896309E-13, -0.2580059E-02,  0.0000000E+00,  0.0000000E+00, -0.8884318E+02, -0.3100700E+04, -0.2107143E+04, -0.1192382E-20,  0.9936236E-02,  0.0000000E+00,  0.0000000E+00
21/03/2013 07:00:02, -0.3436543E+05, -0.1213954E+07, -0.7560416E+06, -0.4827477E-01,  0.8627245E+02,  0.0000000E+00,  0.0000000E+00,  0.2572533E+00,  0.9126911E+01,  0.7583961E+01,  0.8150445E-13, -0.2124365E-02,  0.0000000E+00,  0.0000000E+00, -0.1754219E+03, -0.6130888E+04, -0.4155856E+04, -0.3108441E-21,  0.1188656E-02,  0.0000000E+00,  0.0000000E+00
21/03/2013 08:00:07, -0.3539662E+05, -0.1247883E+07, -0.7804182E+06, -0.6589397E-01,  0.8725318E+02,  0.0000000E+00,  0.0000000E+00,  0.3098945E+01,  0.1123949E+03,  0.7256829E+02,  0.2393313E-13, -0.1011882E-02,  0.0000000E+00,  0.0000000E+00, -0.2712941E+03, -0.9479938E+04, -0.6423783E+04, -0.1691500E-21,  0.1044926E-03,  0.0000000E+00,  0.0000000E+00
21/03/2013 09:00:04, -0.3905053E+05, -0.1376397E+07, -0.8673545E+06, -0.7684265E-01,  0.7975896E+02,  0.0000000E+00,  0.0000000E+00,  0.4515978E+01,  0.1638799E+03,  0.1050639E+03,  0.2108055E-13, -0.6396519E-03,  0.0000000E+00,  0.0000000E+00, -0.3340894E+03, -0.1167071E+05, -0.7906867E+04, -0.5110290E-22,  0.1045339E-05,  0.0000000E+00,  0.0000000E+00
21/03/2013 10:00:08, -0.3447534E+05, -0.1213664E+07, -0.7677148E+06, -0.8633088E-01,  0.6997047E+02,  0.0000000E+00,  0.0000000E+00,  0.1219240E+01,  0.4416016E+02,  0.2907516E+02,  0.4293840E-13, -0.5558442E-03,  0.0000000E+00,  0.0000000E+00, -0.2548428E+03, -0.8899557E+04, -0.6028471E+04, -0.1645437E-22,  0.5402583E-07,  0.0000000E+00,  0.0000000E+00
