DATE,Q,S,TEMP,DO
15/02/2013 18:00:08,5.40,36.40,24.41,211.256
15/02/2013 18:15:04,5.40,36.40,24.39,211.341
15/02/2013 18:30:00,5.40,36.40,24.36,211.426
15/02/2013 18:45:06,5.40,36.40,24.34,211.511
15/02/2013 19:00:03,5.40,36.40,24.32,211.596
15/02/2013 19:15:00,5.40,36.40,24.29,211.680
15/02/2013 19:30:07,5.40,36.40,24.27,211.762
15/02/2013 19:45:04,5.40,36.40,24.25,211.840
15/02/2013 20:00:01,5.40,36.40,24.23,211.923
15/02/2013 20:15:08,5.40,36.40,24.20,212.009
15/02/2013 20:30:04,5.40,36.40,24.18,212.090
15/02/2013 20:45:01,5.40,36.40,24.16,212.167
15/02/2013 21:00:07,5.40,36.40,24.14,212.245
15/02/2013 21:15:04,5.40,36.40,24.12,212.311
15/02/2013 21:30:01,5.40,36.40,24.10,212.375
15/02/2013 21:45:08,5.40,36.40,24.09,212.436
15/02/2013 22:00:06,5.40,36.40,24.07,212.493
15/02/2013 22:15:04,5.40,36.40,24.06,212.546
15/02/2013 22:30:02,5.40,36.40,24.04,212.597
15/02/2013 22:45:01,5.40,36.40,24.03,212.648
15/02/2013 23:00:08,5.40,36.40,24.01,212.700
15/02/2013 23:15:07,5.40,36.40,24.00,212.753
15/02/2013 23:30:05,5.40,36.40,23.99,212.805
15/02/2013 23:45:04,5.40,36.40,23.97,212.858
16/02/2013 00:00:03,5.40,36.40,23.96,212.911
16/02/2013 00:15:03,5.40,36.40,23.94,212.964
16/02/2013 00:30:03,5.40,36.40,23.93,213.016
16/02/2013 00:45:04,5.40,36.40,23.92,213.066
16/02/2013 01:00:05,5.40,36.40,23.90,213.116
16/02/2013 01:15:06,5.40,36.40,23.89,213.164
16/02/2013 01:30:08,5.40,36.40,23.88,213.210
16/02/2013 01:45:09,5.40,36.40,23.86,213.254
16/02/2013 02:00:01,5.40,36.40,23.85,213.296
16/02/2013 02:15:03,5.40,36.40,23.84,213.337
16/02/2013 02:30:05,5.40,36.40,23.83,213.376
16/02/2013 02:45:07,5.40,36.40,23.82,213.414
16/02/2013 03:00:01,5.40,36.40,23.81,213.449
16/02/2013 03:15:04,5.40,36.40,23.80,213.483
16/02/2013 03:30:07,5.40,36.40,23.79,213.514
16/02/2013 03:45:02,5.40,36.40,23.79,213.541
16/02/2013 04:00:06,5.40,36.40,23.78,213.568
16/02/2013 04:15:01,5.40,36.40,23.77,213.596
16/02/2013 04:30:05,5.40,36.40,23.76,213.627
16/02/2013 04:45:09,5.40,36.40,23.76,213.658
16/02/2013 05:00:03,5.40,36.40,23.75,213.688
16/02/2013 05:15:07,5.40,36.40,23.74,213.718
16/02/2013 05:30:02,5.40,36.40,23.73,213.746
16/02/2013 05:45:06,5.40,36.40,23.73,213.771
16/02/2013 06:00:00,5.40,36.40,23.72,213.793
16/02/2013 06:15:04,5.40,36.40,23.71,213.812
16/02/2013 06:30:08,5.40,36.40,23.71,213.822
16/02/2013 06:45:02,5.40,36.40,23.71,213.822
16/02/2013 07:00:06,5.40,36.40,23.71,213.815
16/02/2013 07:15:08,5.40,36.40,23.72,213.798
16/02/2013 07:30:00,5.40,36.40,23.73,213.768
16/02/2013 07:45:02,5.40,36.40,23.74,213.722
16/02/2013 08:00:02,5.40,36.40,23.75,213.672
16/02/2013 08:15:03,5.40,36.40,23.77,213.617
16/02/2013 08:30:02,5.40,36.39,23.78,213.556
16/02/2013 08:45:02,5.40,36.39,23.80,213.492
16/02/2013 09:00:00,5.40,36.39,23.82,213.427
16/02/2013 09:15:08,5.40,36.39,23.84,213.362
16/02/2013 09:30:06,5.40,36.39,23.85,213.299
16/02/2013 09:45:04,5.40,36.39,23.87,213.239
16/02/2013 10:00:01,5.40,36.39,23.89,213.184
16/02/2013 10:15:07,5.40,36.39,23.90,213.133
16/02/2013 10:30:03,5.40,36.39,23.91,213.088
16/02/2013 10:45:08,5.40,36.39,23.92,213.048
16/02/2013 11:00:03,5.40,36.39,23.93,213.011
16/02/2013 11:15:08,5.40,36.39,23.94,212.973
16/02/2013 11:30:03,5.40,36.39,23.95,212.935
16/02/2013 11:45:08,5.40,36.39,23.97,212.894
16/02/2013 12:00:02,5.40,36.39,23.98,212.852
16/02/2013 12:15:06,5.40,36.39,23.99,212.808
16/02/2013 12:30:01,5.40,36.39,24.00,212.751
16/02/2013 12:45:04,5.40,36.39,24.02,212.679
16/02/2013 13:00:08,5.40,36.39,24.05,212.586
16/02/2013 13:15:02,5.40,36.39,24.09,212.452
16/02/2013 13:30:05,5.40,36.39,24.14,212.239
16/02/2013 13:45:08,5.40,36.39,24.22,211.942
16/02/2013 14:00:01,5.40,36.39,24.31,211.637
16/02/2013 14:15:05,5.40,36.40,24.41,211.272
16/02/2013 14:30:08,5.40,36.40,24.54,210.777
16/02/2013 14:45:02,5.40,36.40,24.69,210.263
16/02/2013 15:00:06,5.40,36.40,24.81,209.830
16/02/2013 15:15:01,5.40,36.40,24.89,209.510
16/02/2013 15:30:06,5.40,36.40,24.96,209.286
16/02/2013 15:45:01,5.40,36.40,25.00,209.121
16/02/2013 16:00:06,5.40,36.40,25.04,208.999
16/02/2013 16:15:01,5.40,36.40,25.06,208.919
16/02/2013 16:30:07,5.40,36.40,25.07,208.868
16/02/2013 16:45:03,5.40,36.40,25.08,208.839
16/02/2013 17:00:09,5.40,36.40,25.09,208.826
16/02/2013 17:15:06,5.40,36.41,25.08,208.829
16/02/2013 17:30:03,5.40,36.41,25.08,208.851
16/02/2013 17:45:01,5.40,36.41,25.06,208.902
16/02/2013 18:00:08,5.40,36.41,25.04,208.983
16/02/2013 18:15:07,5.40,36.41,25.01,209.081
16/02/2013 18:30:05,5.40,36.41,24.98,209.195
16/02/2013 18:45:03,5.40,36.41,24.94,209.321
16/02/2013 19:00:02,5.40,36.41,24.91,209.461
16/02/2013 19:15:01,5.40,36.41,24.86,209.614
16/02/2013 19:30:09,5.40,36.41,24.82,209.775
16/02/2013 19:45:07,5.40,36.41,24.77,209.933
16/02/2013 20:00:05,5.40,36.41,24.73,210.089
16/02/2013 20:15:04,5.40,36.41,24.69,210.242
16/02/2013 20:30:03,5.40,36.41,24.64,210.393
16/02/2013 20:45:02,5.40,36.41,24.60,210.549
16/02/2013 21:00:01,5.40,36.41,24.56,210.707
16/02/2013 21:15:01,5.40,36.41,24.51,210.870
16/02/2013 21:30:00,5.40,36.41,24.47,211.035
16/02/2013 21:45:00,5.40,36.41,24.42,211.195
16/02/2013 22:00:09,5.40,36.41,24.38,211.353
16/02/2013 22:15:09,5.40,36.41,24.34,211.503
16/02/2013 22:30:09,5.40,36.41,24.30,211.652
16/02/2013 22:45:09,5.40,36.41,24.25,211.807
16/02/2013 23:00:01,5.40,36.41,24.21,211.956
16/02/2013 23:15:02,5.40,36.41,24.17,212.108
16/02/2013 23:30:03,5.40,36.41,24.13,212.263
16/02/2013 23:45:05,5.40,36.41,24.10,212.387
17/02/2013 00:00:08,5.40,36.41,24.06,212.502
17/02/2013 00:15:01,5.40,36.41,24.03,212.616
17/02/2013 00:30:03,5.40,36.41,24.00,212.730
17/02/2013 00:45:06,5.40,36.41,23.97,212.837
17/02/2013 01:00:09,5.40,36.41,23.95,212.937
17/02/2013 01:15:03,5.40,36.41,23.92,213.030
17/02/2013 01:30:06,5.40,36.41,23.90,213.119
17/02/2013 01:45:00,5.40,36.41,23.87,213.222
17/02/2013 02:00:04,5.40,36.41,23.84,213.334
17/02/2013 02:15:08,5.40,36.41,23.81,213.445
17/02/2013 02:30:03,5.40,36.41,23.78,213.551
17/02/2013 02:45:08,5.40,36.41,23.75,213.657
17/02/2013 03:00:03,5.40,36.41,23.73,213.760
17/02/2013 03:15:08,5.40,36.41,23.70,213.864
17/02/2013 03:30:04,5.40,36.41,23.67,213.965
17/02/2013 03:45:09,5.40,36.40,23.64,214.068
17/02/2013 04:00:05,5.40,36.40,23.62,214.165
17/02/2013 04:15:00,5.40,36.40,23.59,214.260
17/02/2013 04:30:06,5.40,36.40,23.57,214.351
17/02/2013 04:45:02,5.40,36.40,23.55,214.432
17/02/2013 05:00:07,5.40,36.40,23.52,214.516
17/02/2013 05:15:03,5.40,36.40,23.50,214.597
17/02/2013 05:30:09,5.40,36.40,23.48,214.680
17/02/2013 05:45:05,5.40,36.40,23.46,214.764
17/02/2013 06:00:00,5.40,36.40,23.44,214.844
17/02/2013 06:15:05,5.40,36.40,23.42,214.915
17/02/2013 06:30:09,5.40,36.40,23.40,214.967
17/02/2013 06:45:04,5.40,36.40,23.40,215.003
17/02/2013 07:00:07,5.40,36.40,23.39,215.026
17/02/2013 07:15:01,5.40,36.40,23.39,215.039
17/02/2013 07:30:04,5.40,36.40,23.38,215.046
17/02/2013 07:45:06,5.40,36.40,23.38,215.049
17/02/2013 08:00:08,5.40,36.40,23.38,215.045
17/02/2013 08:15:00,5.40,36.40,23.39,215.034
17/02/2013 08:30:01,5.40,36.40,23.39,215.014
17/02/2013 08:45:02,5.40,36.40,23.40,214.985
17/02/2013 09:00:01,5.40,36.40,23.41,214.947
17/02/2013 09:15:01,5.40,36.40,23.42,214.895
17/02/2013 09:30:08,5.40,36.40,23.44,214.823
17/02/2013 09:45:06,5.40,36.40,23.46,214.744
17/02/2013 10:00:04,5.40,36.40,23.49,214.658
17/02/2013 10:15:01,5.40,36.40,23.51,214.569
17/02/2013 10:30:08,5.40,36.40,23.54,214.480
17/02/2013 10:45:04,5.40,36.40,23.56,214.389
17/02/2013 11:00:01,5.40,36.40,23.58,214.294
17/02/2013 11:15:06,5.40,36.40,23.61,214.195
17/02/2013 11:30:02,5.40,36.40,23.64,214.094
17/02/2013 11:45:06,5.40,36.40,23.67,213.988
17/02/2013 12:00:02,5.40,36.40,23.70,213.880
17/02/2013 12:15:06,5.40,36.40,23.73,213.769
17/02/2013 12:30:01,5.40,36.40,23.75,213.661
17/02/2013 12:45:05,5.40,36.40,23.78,213.556
17/02/2013 13:00:09,5.40,36.40,23.80,213.478
17/02/2013 13:15:04,5.40,36.40,23.82,213.430
17/02/2013 13:30:08,5.40,36.40,23.82,213.399
17/02/2013 13:45:03,5.40,36.40,23.83,213.385
17/02/2013 14:00:07,5.40,36.41,23.83,213.389
17/02/2013 14:15:01,5.40,36.41,23.82,213.413
17/02/2013 14:30:05,5.40,36.41,23.81,213.434
17/02/2013 14:45:09,5.40,36.41,23.81,213.445
17/02/2013 15:00:03,5.40,36.41,23.81,213.447
17/02/2013 15:15:07,5.40,36.41,23.81,213.440
17/02/2013 15:30:01,5.40,36.41,23.81,213.434
17/02/2013 15:45:06,5.40,36.41,23.81,213.429
17/02/2013 16:00:01,5.40,36.41,23.82,213.412
17/02/2013 16:15:06,5.40,36.42,23.83,213.380
17/02/2013 16:30:02,5.40,36.42,23.83,213.351
17/02/2013 16:45:07,5.40,36.42,23.83,213.355
17/02/2013 17:00:03,5.40,36.42,23.82,213.388
17/02/2013 17:15:09,5.40,36.42,23.81,213.441
17/02/2013 17:30:05,5.40,36.42,23.79,213.512
17/02/2013 17:45:01,5.40,36.42,23.76,213.596
17/02/2013 18:00:07,5.40,36.42,23.74,213.691
17/02/2013 18:15:04,5.40,36.42,23.71,213.799
17/02/2013 18:30:00,5.40,36.42,23.68,213.917
17/02/2013 18:45:07,5.40,36.43,23.64,214.046
17/02/2013 19:00:05,5.40,36.43,23.61,214.181
17/02/2013 19:15:02,5.40,36.43,23.57,214.326
17/02/2013 19:30:01,5.40,36.43,23.53,214.472
17/02/2013 19:45:09,5.40,36.43,23.49,214.618
17/02/2013 20:00:08,5.40,36.43,23.45,214.760
17/02/2013 20:15:07,5.40,36.43,23.41,214.901
17/02/2013 20:30:07,5.40,36.43,23.37,215.039
17/02/2013 20:45:06,5.40,36.43,23.34,215.176
17/02/2013 21:00:05,5.40,36.43,23.30,215.313
17/02/2013 21:15:05,5.40,36.43,23.27,215.448
17/02/2013 21:30:04,5.40,36.43,23.23,215.582
17/02/2013 21:45:04,5.40,36.43,23.19,215.716
17/02/2013 22:00:04,5.40,36.43,23.16,215.850
17/02/2013 22:15:05,5.40,36.43,23.12,215.982
17/02/2013 22:30:06,5.40,36.43,23.09,216.107
17/02/2013 22:45:07,5.40,36.43,23.06,216.222
17/02/2013 23:00:08,5.40,36.43,23.03,216.326
17/02/2013 23:15:00,5.40,36.43,23.01,216.421
17/02/2013 23:30:02,5.40,36.44,22.98,216.518
17/02/2013 23:45:04,5.40,36.44,22.96,216.615
18/02/2013 00:00:06,5.40,36.44,22.93,216.712
18/02/2013 00:15:09,5.40,36.44,22.91,216.803
18/02/2013 00:30:02,5.40,36.44,22.88,216.891
18/02/2013 00:45:06,5.40,36.44,22.86,216.976
18/02/2013 01:00:00,5.40,36.44,22.84,217.051
18/02/2013 01:15:05,5.40,36.44,22.82,217.120
18/02/2013 01:30:09,5.40,36.44,22.80,217.207
18/02/2013 01:45:05,5.40,36.44,22.78,217.282
18/02/2013 02:00:01,5.40,36.44,22.76,217.363
18/02/2013 02:15:06,5.40,36.44,22.74,217.450
18/02/2013 02:30:03,5.40,36.44,22.72,217.528
18/02/2013 02:45:09,5.40,36.44,22.70,217.598
18/02/2013 03:00:06,5.40,36.44,22.68,217.659
18/02/2013 03:15:03,5.40,36.44,22.67,217.716
18/02/2013 03:30:09,5.40,36.44,22.65,217.770
18/02/2013 03:45:07,5.40,36.44,22.64,217.824
18/02/2013 04:00:04,5.40,36.44,22.63,217.870
18/02/2013 04:15:01,5.40,36.44,22.60,217.953
18/02/2013 04:30:08,5.40,36.44,22.58,218.041
18/02/2013 04:45:06,5.40,36.44,22.56,218.116
18/02/2013 05:00:03,5.40,36.44,22.55,218.178
18/02/2013 05:15:01,5.40,36.44,22.53,218.235
18/02/2013 05:30:08,5.40,36.44,22.51,218.300
18/02/2013 05:45:05,5.40,36.44,22.51,218.325
18/02/2013 06:00:03,5.40,36.44,22.51,218.335
18/02/2013 06:15:09,5.40,36.44,22.50,218.353
18/02/2013 06:30:06,5.40,36.44,22.50,218.372
18/02/2013 06:45:03,5.40,36.44,22.49,218.382
18/02/2013 07:00:09,5.40,36.44,22.49,218.384
18/02/2013 07:15:05,5.40,36.44,22.49,218.375
18/02/2013 07:30:00,5.40,36.44,22.50,218.359
18/02/2013 07:45:05,5.40,36.44,22.50,218.337
18/02/2013 08:00:09,5.40,36.44,22.51,218.308
18/02/2013 08:15:03,5.40,36.44,22.52,218.275
18/02/2013 08:30:06,5.40,36.44,22.53,218.231
18/02/2013 08:45:08,5.40,36.44,22.55,218.179
18/02/2013 09:00:01,5.40,36.44,22.56,218.122
18/02/2013 09:15:02,5.40,36.44,22.57,218.071
18/02/2013 09:30:03,5.40,36.44,22.59,218.006
18/02/2013 09:45:03,5.40,36.44,22.61,217.926
18/02/2013 10:00:03,5.40,36.44,22.63,217.838
18/02/2013 10:15:02,5.40,36.44,22.66,217.747
18/02/2013 10:30:01,5.40,36.44,22.68,217.657
18/02/2013 10:45:08,5.40,36.44,22.71,217.550
18/02/2013 11:00:06,5.40,36.44,22.74,217.428
18/02/2013 11:15:03,5.40,36.44,22.77,217.300
18/02/2013 11:30:00,5.40,36.44,22.81,217.169
18/02/2013 11:45:06,5.40,36.44,22.84,217.036
18/02/2013 12:00:03,5.40,36.44,22.88,216.905
18/02/2013 12:15:08,5.40,36.44,22.91,216.775
18/02/2013 12:30:04,5.40,36.44,22.95,216.648
18/02/2013 12:45:09,5.40,36.44,22.98,216.524
18/02/2013 13:00:04,5.40,36.44,23.01,216.406
18/02/2013 13:15:09,5.40,36.44,23.04,216.290
18/02/2013 13:30:04,5.40,36.44,23.07,216.182
18/02/2013 13:45:08,5.40,36.44,23.10,216.080
18/02/2013 14:00:03,5.40,36.44,23.12,215.982
18/02/2013 14:15:07,5.40,36.44,23.15,215.883
18/02/2013 14:30:02,5.40,36.44,23.17,215.786
18/02/2013 14:45:06,5.40,36.44,23.20,215.696
18/02/2013 15:00:09,5.40,36.44,23.22,215.625
18/02/2013 15:15:04,5.40,36.45,23.26,215.466
18/02/2013 15:30:07,5.40,36.45,23.34,215.152
18/02/2013 15:45:02,5.40,36.46,23.41,214.860
18/02/2013 16:00:05,5.40,36.46,23.45,214.734
18/02/2013 16:15:09,5.40,36.46,23.45,214.742
18/02/2013 16:30:03,5.40,36.46,23.44,214.764
18/02/2013 16:45:06,5.40,36.46,23.43,214.792
18/02/2013 17:00:00,5.40,36.46,23.42,214.827
18/02/2013 17:15:04,5.40,36.46,23.41,214.878
18/02/2013 17:30:07,5.40,36.46,23.39,214.945
18/02/2013 17:45:02,5.40,36.46,23.37,215.029
18/02/2013 18:00:06,5.40,36.46,23.34,215.113
18/02/2013 18:15:01,5.40,36.46,23.32,215.195
18/02/2013 18:30:06,5.40,36.46,23.30,215.266
18/02/2013 18:45:02,5.40,36.46,23.29,215.322
18/02/2013 19:00:07,5.40,36.46,23.28,215.366
18/02/2013 19:15:04,5.40,36.46,23.27,215.396
18/02/2013 19:30:00,5.40,36.46,23.26,215.420
18/02/2013 19:45:06,5.40,36.46,23.26,215.435
18/02/2013 20:00:03,5.40,36.46,23.26,215.446
18/02/2013 20:15:01,5.40,36.46,23.25,215.454
18/02/2013 20:30:08,5.40,36.46,23.25,215.462
18/02/2013 20:45:07,5.40,36.46,23.25,215.471
18/02/2013 21:00:05,5.40,36.46,23.25,215.482
18/02/2013 21:15:05,5.40,36.46,23.24,215.509
18/02/2013 21:30:04,5.40,36.46,23.23,215.550
18/02/2013 21:45:04,5.40,36.46,23.22,215.592
18/02/2013 22:00:05,5.40,36.46,23.21,215.636
18/02/2013 22:15:05,5.40,36.46,23.19,215.683
18/02/2013 22:30:06,5.40,36.46,23.18,215.732
18/02/2013 22:45:08,5.40,36.46,23.17,215.786
18/02/2013 23:00:00,5.40,36.46,23.15,215.845
18/02/2013 23:15:02,5.40,36.46,23.13,215.909
18/02/2013 23:30:05,5.40,36.46,23.12,215.972
18/02/2013 23:45:09,5.40,36.47,23.10,216.024
19/02/2013 00:00:03,5.40,36.47,23.09,216.072
19/02/2013 00:15:07,5.40,36.47,23.08,216.119
19/02/2013 00:30:03,5.40,36.47,23.06,216.170
19/02/2013 00:45:08,5.40,36.47,23.05,216.226
19/02/2013 01:00:04,5.40,36.47,23.03,216.288
19/02/2013 01:15:01,5.40,36.47,23.01,216.356
19/02/2013 01:30:07,5.40,36.47,23.00,216.426
19/02/2013 01:45:04,5.40,36.47,22.98,216.492
19/02/2013 02:00:02,5.40,36.47,22.96,216.555
19/02/2013 02:15:09,5.40,36.47,22.95,216.616
19/02/2013 02:30:07,5.40,36.47,22.93,216.680
19/02/2013 02:45:06,5.40,36.47,22.91,216.747
19/02/2013 03:00:04,5.40,36.47,22.89,216.816
19/02/2013 03:15:03,5.40,36.47,22.87,216.887
19/02/2013 03:30:02,5.40,36.47,22.86,216.958
19/02/2013 03:45:01,5.40,36.47,22.84,217.025
19/02/2013 04:00:01,5.40,36.47,22.82,217.087
19/02/2013 04:15:09,5.40,36.47,22.81,217.149
19/02/2013 04:30:09,5.40,36.47,22.79,217.208
19/02/2013 04:45:08,5.40,36.47,22.78,217.260
19/02/2013 05:00:07,5.40,36.47,22.76,217.307
19/02/2013 05:15:06,5.40,36.47,22.75,217.344
19/02/2013 05:30:05,5.40,36.47,22.74,217.382
19/02/2013 05:45:04,5.40,36.47,22.73,217.421
19/02/2013 06:00:03,5.40,36.47,22.72,217.459
19/02/2013 06:15:01,5.40,36.47,22.72,217.491
19/02/2013 06:30:09,5.40,36.47,22.71,217.514
19/02/2013 06:45:07,5.40,36.47,22.71,217.530
19/02/2013 07:00:05,5.40,36.47,22.70,217.534
19/02/2013 07:15:02,5.40,36.47,22.71,217.529
19/02/2013 07:30:09,5.40,36.47,22.71,217.514
19/02/2013 07:45:05,5.40,36.47,22.72,217.494
19/02/2013 08:00:01,5.40,36.47,22.72,217.467
19/02/2013 08:15:07,5.40,36.47,22.73,217.430
19/02/2013 08:30:02,5.40,36.47,22.74,217.386
19/02/2013 08:45:07,5.40,36.47,22.76,217.330
19/02/2013 09:00:01,5.40,36.47,22.78,217.264
19/02/2013 09:15:05,5.40,36.47,22.80,217.186
19/02/2013 09:30:07,5.40,36.47,22.82,217.086
19/02/2013 09:45:00,5.40,36.47,22.85,216.973
19/02/2013 10:00:02,5.40,36.47,22.88,216.860
19/02/2013 10:15:04,5.40,36.47,22.91,216.746
19/02/2013 10:30:04,5.40,36.47,22.94,216.632
19/02/2013 10:45:05,5.40,36.47,22.97,216.516
19/02/2013 11:00:05,5.40,36.47,23.00,216.399
19/02/2013 11:15:05,5.40,36.47,23.03,216.282
19/02/2013 11:30:04,5.40,36.46,23.06,216.168
19/02/2013 11:45:02,5.40,36.46,23.09,216.063
19/02/2013 12:00:01,5.40,36.46,23.12,215.966
19/02/2013 12:15:08,5.40,36.46,23.14,215.879
19/02/2013 12:30:06,5.40,36.46,23.16,215.801
19/02/2013 12:45:04,5.40,36.46,23.18,215.734
19/02/2013 13:00:02,5.40,36.46,23.20,215.676
19/02/2013 13:15:08,5.40,36.46,23.21,215.622
19/02/2013 13:30:06,5.40,36.46,23.22,215.573
19/02/2013 13:45:02,5.40,36.46,23.24,215.524
19/02/2013 14:00:08,5.40,36.46,23.25,215.459
19/02/2013 14:15:04,5.40,36.46,23.28,215.368
19/02/2013 14:30:00,5.40,36.46,23.31,215.255
19/02/2013 14:45:06,5.40,36.46,23.37,215.034
19/02/2013 15:00:02,5.40,36.47,23.48,214.588
19/02/2013 15:15:07,5.40,36.47,23.63,214.029
19/02/2013 15:30:03,5.40,36.48,23.74,213.603
19/02/2013 15:45:08,5.40,36.48,23.82,213.339
19/02/2013 16:00:04,5.40,36.48,23.85,213.193
19/02/2013 16:15:08,5.40,36.48,23.87,213.128
19/02/2013 16:30:03,5.40,36.48,23.87,213.121
19/02/2013 16:45:07,5.40,36.48,23.87,213.143
19/02/2013 17:00:02,5.40,36.48,23.86,213.175
19/02/2013 17:15:06,5.40,36.48,23.85,213.214
19/02/2013 17:30:01,5.40,36.48,23.84,213.260
19/02/2013 17:45:05,5.40,36.48,23.82,213.316
19/02/2013 18:00:09,5.40,36.48,23.80,213.383
19/02/2013 18:15:04,5.40,36.48,23.78,213.461
19/02/2013 18:30:08,5.40,36.49,23.76,213.548
19/02/2013 18:45:02,5.40,36.49,23.73,213.638
19/02/2013 19:00:06,5.40,36.49,23.70,213.747
19/02/2013 19:15:01,5.40,36.49,23.67,213.883
19/02/2013 19:30:05,5.40,36.49,23.63,214.009
19/02/2013 19:45:00,5.40,36.49,23.60,214.129
19/02/2013 20:00:05,5.40,36.49,23.57,214.248
19/02/2013 20:15:00,5.40,36.49,23.54,214.367
19/02/2013 20:30:06,5.40,36.49,23.50,214.481
19/02/2013 20:45:02,5.40,36.49,23.48,214.591
19/02/2013 21:00:07,5.40,36.49,23.45,214.698
19/02/2013 21:15:04,5.40,36.49,23.42,214.792
19/02/2013 21:30:01,5.40,36.49,23.40,214.877
19/02/2013 21:45:08,5.40,36.49,23.38,214.960
19/02/2013 22:00:06,5.40,36.49,23.36,215.037
19/02/2013 22:15:04,5.40,36.49,23.34,215.107
19/02/2013 22:30:02,5.40,36.49,23.32,215.172
19/02/2013 22:45:01,5.40,36.49,23.30,215.238
19/02/2013 23:00:01,5.40,36.49,23.28,215.307
19/02/2013 23:15:01,5.40,36.49,23.27,215.379
19/02/2013 23:30:01,5.40,36.49,23.25,215.451
19/02/2013 23:45:02,5.40,36.49,23.23,215.519
20/02/2013 00:00:04,5.40,36.49,23.21,215.583
