DATE,Q,S,TEMP,DO
15/02/2013 09:15:05,14.82,36.36,23.95,212.981
15/02/2013 09:30:01,14.82,36.36,23.96,212.963
15/02/2013 09:45:05,14.82,36.36,23.96,212.946
15/02/2013 10:00:09,14.82,36.36,23.97,212.931
15/02/2013 10:15:04,14.82,36.36,23.97,212.917
15/02/2013 10:30:01,14.82,36.36,23.97,212.905
15/02/2013 10:45:07,14.82,36.36,23.98,212.893
15/02/2013 11:00:04,14.82,36.36,23.98,212.883
15/02/2013 11:15:09,14.82,36.36,23.98,212.873
15/02/2013 11:30:04,14.82,36.36,23.98,212.864
15/02/2013 11:45:08,14.82,36.36,23.99,212.856
15/02/2013 12:00:01,14.82,36.36,23.99,212.848
15/02/2013 12:15:03,14.82,36.36,23.99,212.841
15/02/2013 12:30:05,14.82,36.36,23.99,212.834
15/02/2013 12:45:08,14.82,36.36,23.99,212.827
15/02/2013 13:00:01,14.82,36.36,24.00,212.821
15/02/2013 13:15:04,14.82,36.36,24.00,212.814
15/02/2013 13:30:08,14.82,36.36,24.00,212.807
15/02/2013 13:45:02,14.82,36.36,24.00,212.796
15/02/2013 14:00:05,14.82,36.36,24.01,212.771
15/02/2013 14:15:08,14.82,36.36,24.02,212.717
15/02/2013 14:30:02,14.82,36.36,24.04,212.650
15/02/2013 14:45:05,14.82,36.36,24.07,212.544
15/02/2013 15:00:08,14.82,36.36,24.11,212.401
15/02/2013 15:15:02,14.82,36.36,24.16,212.224
15/02/2013 15:30:05,14.82,36.37,24.21,212.009
15/02/2013 15:45:09,14.82,36.37,24.22,211.968
15/02/2013 16:00:04,14.82,36.37,24.22,211.992
15/02/2013 16:15:08,14.82,36.37,24.21,212.029
15/02/2013 16:30:04,14.82,36.37,24.20,212.068
15/02/2013 16:45:09,14.82,36.37,24.18,212.113
15/02/2013 17:00:05,14.82,36.37,24.17,212.156
15/02/2013 17:15:01,14.82,36.37,24.16,212.194
15/02/2013 17:30:06,14.82,36.37,24.15,212.227
15/02/2013 17:45:02,14.82,36.37,24.15,212.255
15/02/2013 18:00:08,14.82,36.37,24.14,212.278
15/02/2013 18:15:04,14.82,36.37,24.13,212.297
15/02/2013 18:30:00,14.82,36.37,24.13,212.314
15/02/2013 18:45:06,14.82,36.37,24.13,212.328
15/02/2013 19:00:03,14.82,36.37,24.12,212.336
15/02/2013 19:15:00,14.82,36.37,24.12,212.340
15/02/2013 19:30:07,14.82,36.37,24.12,212.340
15/02/2013 19:45:04,14.82,36.37,24.12,212.338
15/02/2013 20:00:01,14.82,36.37,24.12,212.333
15/02/2013 20:15:08,14.82,36.38,24.12,212.325
15/02/2013 20:30:04,14.82,36.38,24.13,212.319
15/02/2013 20:45:01,14.82,36.38,24.13,212.315
15/02/2013 21:00:07,14.82,36.38,24.13,212.311
15/02/2013 21:15:04,14.82,36.38,24.13,212.309
15/02/2013 21:30:01,14.82,36.38,24.13,212.308
15/02/2013 21:45:08,14.82,36.38,24.13,212.308
15/02/2013 22:00:06,14.82,36.38,24.13,212.310
15/02/2013 22:15:04,14.82,36.38,24.13,212.314
15/02/2013 22:30:02,14.82,36.38,24.12,212.321
15/02/2013 22:45:01,14.82,36.38,24.12,212.330
15/02/2013 23:00:08,14.82,36.38,24.12,212.341
15/02/2013 23:15:07,14.82,36.38,24.12,212.354
15/02/2013 23:30:05,14.82,36.38,24.11,212.370
15/02/2013 23:45:04,14.82,36.38,24.11,212.388
16/02/2013 00:00:03,14.82,36.38,24.10,212.408
16/02/2013 00:15:03,14.82,36.38,24.09,212.429
16/02/2013 00:30:03,14.82,36.38,24.09,212.451
16/02/2013 00:45:04,14.82,36.38,24.08,212.475
16/02/2013 01:00:05,14.82,36.38,24.07,212.500
16/02/2013 01:15:06,14.82,36.38,24.07,212.525
16/02/2013 01:30:08,14.82,36.38,24.06,212.551
16/02/2013 01:45:09,14.82,36.39,24.05,212.578
16/02/2013 02:00:01,14.82,36.39,24.05,212.604
16/02/2013 02:15:03,14.82,36.39,24.04,212.629
16/02/2013 02:30:05,14.82,36.39,24.03,212.654
16/02/2013 02:45:07,14.82,36.39,24.03,212.678
16/02/2013 03:00:01,14.82,36.39,24.02,212.701
16/02/2013 03:15:04,14.82,36.39,24.01,212.723
16/02/2013 03:30:07,14.82,36.39,24.01,212.744
16/02/2013 03:45:02,14.82,36.39,24.00,212.764
16/02/2013 04:00:06,14.82,36.39,24.00,212.783
16/02/2013 04:15:01,14.82,36.39,23.99,212.803
16/02/2013 04:30:05,14.82,36.39,23.99,212.823
16/02/2013 04:45:09,14.82,36.39,23.98,212.845
16/02/2013 05:00:03,14.82,36.39,23.97,212.867
16/02/2013 05:15:07,14.82,36.39,23.97,212.889
16/02/2013 05:30:02,14.82,36.39,23.96,212.911
16/02/2013 05:45:06,14.82,36.39,23.96,212.932
16/02/2013 06:00:00,14.82,36.39,23.95,212.953
16/02/2013 06:15:04,14.82,36.39,23.94,212.974
16/02/2013 06:30:08,14.82,36.39,23.94,212.993
16/02/2013 06:45:02,14.82,36.39,23.94,213.008
16/02/2013 07:00:06,14.82,36.39,23.93,213.020
16/02/2013 07:15:08,14.82,36.39,23.93,213.029
16/02/2013 07:30:00,14.82,36.39,23.93,213.034
16/02/2013 07:45:02,14.82,36.39,23.93,213.034
16/02/2013 08:00:02,14.82,36.39,23.93,213.031
16/02/2013 08:15:03,14.82,36.39,23.93,213.028
16/02/2013 08:30:02,14.82,36.39,23.93,213.024
16/02/2013 08:45:02,14.82,36.39,23.93,213.021
16/02/2013 09:00:00,14.82,36.39,23.93,213.018
16/02/2013 09:15:08,14.82,36.39,23.93,213.015
16/02/2013 09:30:06,14.82,36.39,23.93,213.013
16/02/2013 09:45:04,14.82,36.39,23.93,213.010
16/02/2013 10:00:01,14.82,36.39,23.94,213.008
16/02/2013 10:15:07,14.82,36.39,23.94,213.005
16/02/2013 10:30:03,14.82,36.39,23.94,213.002
16/02/2013 10:45:08,14.82,36.39,23.94,213.000
16/02/2013 11:00:03,14.82,36.39,23.94,212.997
16/02/2013 11:15:08,14.82,36.39,23.94,212.995
16/02/2013 11:30:03,14.82,36.39,23.94,212.992
16/02/2013 11:45:08,14.82,36.39,23.94,212.989
16/02/2013 12:00:02,14.82,36.39,23.94,212.987
16/02/2013 12:15:06,14.82,36.39,23.94,212.984
16/02/2013 12:30:01,14.82,36.39,23.94,212.981
16/02/2013 12:45:04,14.82,36.39,23.94,212.977
16/02/2013 13:00:08,14.82,36.39,23.95,212.974
16/02/2013 13:15:02,14.82,36.39,23.95,212.970
16/02/2013 13:30:05,14.82,36.39,23.95,212.966
16/02/2013 13:45:08,14.82,36.39,23.95,212.962
16/02/2013 14:00:01,14.82,36.39,23.95,212.957
16/02/2013 14:15:05,14.82,36.39,23.95,212.952
16/02/2013 14:30:08,14.82,36.39,23.95,212.946
16/02/2013 14:45:02,14.82,36.39,23.95,212.940
16/02/2013 15:00:06,14.82,36.39,23.96,212.934
16/02/2013 15:15:01,14.82,36.39,23.96,212.927
16/02/2013 15:30:06,14.82,36.39,23.96,212.921
16/02/2013 15:45:01,14.82,36.39,23.96,212.914
16/02/2013 16:00:06,14.82,36.39,23.96,212.907
16/02/2013 16:15:01,14.82,36.39,23.97,212.899
16/02/2013 16:30:07,14.82,36.38,23.97,212.891
16/02/2013 16:45:03,14.82,36.38,23.97,212.883
16/02/2013 17:00:09,14.82,36.38,23.97,212.874
16/02/2013 17:15:06,14.82,36.38,23.98,212.863
16/02/2013 17:30:03,14.82,36.38,23.98,212.852
16/02/2013 17:45:01,14.82,36.38,23.98,212.842
16/02/2013 18:00:08,14.82,36.38,23.98,212.833
16/02/2013 18:15:07,14.82,36.38,23.99,212.815
16/02/2013 18:30:05,14.82,36.38,24.01,212.754
16/02/2013 18:45:03,14.82,36.38,24.04,212.637
16/02/2013 19:00:02,14.82,36.39,24.07,212.498
16/02/2013 19:15:01,14.82,36.39,24.10,212.410
16/02/2013 19:30:09,14.82,36.39,24.11,212.376
16/02/2013 19:45:07,14.82,36.39,24.11,212.368
16/02/2013 20:00:05,14.82,36.39,24.10,212.406
16/02/2013 20:15:04,14.82,36.39,24.08,212.459
16/02/2013 20:30:03,14.82,36.39,24.07,212.505
16/02/2013 20:45:02,14.82,36.39,24.06,212.544
16/02/2013 21:00:01,14.82,36.39,24.05,212.575
16/02/2013 21:15:01,14.82,36.39,24.04,212.597
16/02/2013 21:30:00,14.82,36.39,24.04,212.609
16/02/2013 21:45:00,14.82,36.39,24.04,212.607
16/02/2013 22:00:09,14.82,36.39,24.05,212.592
16/02/2013 22:15:09,14.82,36.39,24.05,212.569
16/02/2013 22:30:09,14.82,36.40,24.06,212.540
16/02/2013 22:45:09,14.82,36.40,24.07,212.505
16/02/2013 23:00:01,14.82,36.40,24.08,212.466
16/02/2013 23:15:02,14.82,36.40,24.09,212.426
16/02/2013 23:30:03,14.82,36.40,24.10,212.387
16/02/2013 23:45:05,14.82,36.40,24.11,212.349
17/02/2013 00:00:08,14.82,36.40,24.12,212.314
17/02/2013 00:15:01,14.82,36.40,24.13,212.281
17/02/2013 00:30:03,14.82,36.40,24.14,212.251
17/02/2013 00:45:06,14.82,36.40,24.14,212.225
17/02/2013 01:00:09,14.82,36.40,24.15,212.203
17/02/2013 01:15:03,14.82,36.40,24.16,212.185
17/02/2013 01:30:06,14.82,36.40,24.16,212.171
17/02/2013 01:45:00,14.82,36.40,24.16,212.162
17/02/2013 02:00:04,14.82,36.40,24.16,212.158
17/02/2013 02:15:08,14.82,36.40,24.16,212.158
17/02/2013 02:30:03,14.82,36.40,24.16,212.163
17/02/2013 02:45:08,14.82,36.40,24.16,212.174
17/02/2013 03:00:03,14.82,36.40,24.15,212.189
17/02/2013 03:15:08,14.82,36.40,24.15,212.206
17/02/2013 03:30:04,14.82,36.40,24.14,212.226
17/02/2013 03:45:09,14.82,36.40,24.14,212.250
17/02/2013 04:00:05,14.82,36.40,24.13,212.279
17/02/2013 04:15:00,14.82,36.40,24.12,212.310
17/02/2013 04:30:06,14.82,36.40,24.11,212.345
17/02/2013 04:45:02,14.82,36.40,24.10,212.383
17/02/2013 05:00:07,14.82,36.40,24.09,212.426
17/02/2013 05:15:03,14.82,36.40,24.08,212.471
17/02/2013 05:30:09,14.82,36.40,24.06,212.522
17/02/2013 05:45:05,14.82,36.40,24.05,212.578
17/02/2013 06:00:00,14.82,36.40,24.03,212.638
17/02/2013 06:15:05,14.82,36.40,24.01,212.705
17/02/2013 06:30:09,14.82,36.40,23.99,212.772
17/02/2013 06:45:04,14.82,36.40,23.98,212.835
17/02/2013 07:00:07,14.82,36.40,23.96,212.895
17/02/2013 07:15:01,14.82,36.40,23.95,212.952
17/02/2013 07:30:04,14.82,36.40,23.93,213.009
17/02/2013 07:45:06,14.82,36.40,23.92,213.064
17/02/2013 08:00:08,14.82,36.40,23.90,213.117
17/02/2013 08:15:00,14.82,36.40,23.89,213.167
17/02/2013 08:30:01,14.82,36.40,23.88,213.213
17/02/2013 08:45:02,14.82,36.40,23.86,213.253
17/02/2013 09:00:01,14.82,36.40,23.86,213.287
17/02/2013 09:15:01,14.82,36.40,23.85,213.316
17/02/2013 09:30:08,14.82,36.40,23.84,213.338
17/02/2013 09:45:06,14.82,36.40,23.84,213.349
17/02/2013 10:00:04,14.82,36.40,23.84,213.352
17/02/2013 10:15:01,14.82,36.40,23.84,213.349
17/02/2013 10:30:08,14.82,36.40,23.84,213.342
17/02/2013 10:45:04,14.82,36.40,23.84,213.331
17/02/2013 11:00:01,14.82,36.40,23.85,213.317
17/02/2013 11:15:06,14.82,36.40,23.85,213.301
17/02/2013 11:30:02,14.82,36.40,23.86,213.282
17/02/2013 11:45:06,14.82,36.40,23.86,213.260
17/02/2013 12:00:02,14.82,36.40,23.87,213.236
17/02/2013 12:15:06,14.82,36.40,23.88,213.209
17/02/2013 12:30:01,14.82,36.40,23.88,213.179
17/02/2013 12:45:05,14.82,36.40,23.89,213.146
17/02/2013 13:00:09,14.82,36.40,23.90,213.112
17/02/2013 13:15:04,14.82,36.40,23.91,213.086
17/02/2013 13:30:08,14.82,36.40,23.91,213.075
17/02/2013 13:45:03,14.82,36.40,23.91,213.076
17/02/2013 14:00:07,14.82,36.40,23.91,213.087
17/02/2013 14:15:01,14.82,36.40,23.90,213.107
17/02/2013 14:30:05,14.82,36.40,23.90,213.132
17/02/2013 14:45:09,14.82,36.40,23.89,213.155
17/02/2013 15:00:03,14.82,36.40,23.88,213.173
17/02/2013 15:15:07,14.82,36.41,23.88,213.183
17/02/2013 15:30:01,14.82,36.41,23.88,213.186
17/02/2013 15:45:06,14.82,36.41,23.88,213.184
17/02/2013 16:00:01,14.82,36.41,23.88,213.175
17/02/2013 16:15:06,14.82,36.41,23.89,213.156
17/02/2013 16:30:02,14.82,36.41,23.89,213.136
17/02/2013 16:45:07,14.82,36.41,23.90,213.122
17/02/2013 17:00:03,14.82,36.41,23.90,213.123
17/02/2013 17:15:09,14.82,36.41,23.89,213.138
17/02/2013 17:30:05,14.82,36.41,23.89,213.167
17/02/2013 17:45:01,14.82,36.41,23.87,213.206
17/02/2013 18:00:07,14.82,36.41,23.86,213.257
17/02/2013 18:15:04,14.82,36.41,23.84,213.321
17/02/2013 18:30:00,14.82,36.41,23.82,213.395
17/02/2013 18:45:07,14.82,36.41,23.80,213.475
17/02/2013 19:00:05,14.82,36.41,23.78,213.557
17/02/2013 19:15:02,14.82,36.41,23.76,213.637
17/02/2013 19:30:01,14.82,36.41,23.74,213.717
17/02/2013 19:45:09,14.82,36.41,23.71,213.794
17/02/2013 20:00:08,14.82,36.41,23.69,213.866
17/02/2013 20:15:07,14.82,36.41,23.68,213.932
17/02/2013 20:30:07,14.82,36.41,23.66,213.995
17/02/2013 20:45:06,14.82,36.42,23.64,214.056
17/02/2013 21:00:05,14.82,36.42,23.63,214.117
17/02/2013 21:15:05,14.82,36.42,23.61,214.180
17/02/2013 21:30:04,14.82,36.42,23.59,214.247
17/02/2013 21:45:04,14.82,36.42,23.57,214.316
17/02/2013 22:00:04,14.82,36.42,23.55,214.389
17/02/2013 22:15:05,14.82,36.42,23.53,214.464
17/02/2013 22:30:06,14.82,36.42,23.51,214.545
17/02/2013 22:45:07,14.82,36.42,23.49,214.628
17/02/2013 23:00:08,14.82,36.42,23.47,214.707
17/02/2013 23:15:00,14.82,36.42,23.45,214.776
17/02/2013 23:30:02,14.82,36.42,23.43,214.838
17/02/2013 23:45:04,14.82,36.42,23.42,214.897
18/02/2013 00:00:06,14.82,36.42,23.40,214.956
18/02/2013 00:15:09,14.82,36.42,23.38,215.019
18/02/2013 00:30:02,14.82,36.42,23.37,215.080
18/02/2013 00:45:06,14.82,36.42,23.35,215.135
18/02/2013 01:00:00,14.82,36.42,23.34,215.186
18/02/2013 01:15:05,14.82,36.42,23.33,215.233
18/02/2013 01:30:09,14.82,36.42,23.31,215.280
18/02/2013 01:45:05,14.82,36.42,23.30,215.328
18/02/2013 02:00:01,14.82,36.42,23.29,215.380
18/02/2013 02:15:06,14.82,36.43,23.27,215.438
18/02/2013 02:30:03,14.82,36.43,23.25,215.501
18/02/2013 02:45:09,14.82,36.43,23.24,215.563
18/02/2013 03:00:06,14.82,36.43,23.22,215.617
18/02/2013 03:15:03,14.82,36.43,23.21,215.669
18/02/2013 03:30:09,14.82,36.43,23.19,215.720
18/02/2013 03:45:07,14.82,36.43,23.18,215.771
18/02/2013 04:00:04,14.82,36.43,23.17,215.820
18/02/2013 04:15:01,14.82,36.43,23.16,215.865
18/02/2013 04:30:08,14.82,36.43,23.14,215.914
18/02/2013 04:45:06,14.82,36.43,23.13,215.969
18/02/2013 05:00:03,14.82,36.43,23.11,216.025
18/02/2013 05:15:01,14.82,36.43,23.10,216.082
18/02/2013 05:30:08,14.82,36.43,23.08,216.139
18/02/2013 05:45:05,14.82,36.43,23.07,216.194
18/02/2013 06:00:03,14.82,36.43,23.05,216.249
18/02/2013 06:15:09,14.82,36.43,23.04,216.305
18/02/2013 06:30:06,14.82,36.43,23.02,216.360
18/02/2013 06:45:03,14.82,36.43,23.01,216.410
18/02/2013 07:00:09,14.82,36.43,23.00,216.455
18/02/2013 07:15:05,14.82,36.43,22.99,216.494
18/02/2013 07:30:00,14.82,36.43,22.98,216.527
18/02/2013 07:45:05,14.82,36.43,22.97,216.554
18/02/2013 08:00:09,14.82,36.43,22.97,216.575
18/02/2013 08:15:03,14.82,36.43,22.96,216.588
18/02/2013 08:30:06,14.82,36.43,22.96,216.596
18/02/2013 08:45:08,14.82,36.43,22.96,216.601
18/02/2013 09:00:01,14.82,36.43,22.96,216.600
18/02/2013 09:15:02,14.82,36.43,22.96,216.594
18/02/2013 09:30:03,14.82,36.43,22.96,216.584
18/02/2013 09:45:03,14.82,36.43,22.97,216.573
18/02/2013 10:00:03,14.82,36.43,22.97,216.558
18/02/2013 10:15:02,14.82,36.43,22.98,216.541
18/02/2013 10:30:01,14.82,36.44,22.98,216.522
18/02/2013 10:45:08,14.82,36.44,22.99,216.500
18/02/2013 11:00:06,14.82,36.44,22.99,216.474
18/02/2013 11:15:03,14.82,36.43,23.00,216.447
18/02/2013 11:30:00,14.82,36.43,23.01,216.423
18/02/2013 11:45:06,14.82,36.43,23.01,216.401
18/02/2013 12:00:03,14.82,36.43,23.02,216.382
18/02/2013 12:15:08,14.82,36.43,23.02,216.365
18/02/2013 12:30:04,14.82,36.43,23.03,216.349
18/02/2013 12:45:09,14.82,36.43,23.03,216.335
18/02/2013 13:00:04,14.82,36.43,23.03,216.323
18/02/2013 13:15:09,14.82,36.43,23.04,216.311
18/02/2013 13:30:04,14.82,36.43,23.04,216.297
18/02/2013 13:45:08,14.82,36.43,23.04,216.279
18/02/2013 14:00:03,14.82,36.43,23.05,216.259
18/02/2013 14:15:07,14.82,36.43,23.06,216.235
18/02/2013 14:30:02,14.82,36.43,23.06,216.208
18/02/2013 14:45:06,14.82,36.43,23.07,216.173
18/02/2013 15:00:09,14.82,36.43,23.09,216.128
18/02/2013 15:15:04,14.82,36.43,23.10,216.058
18/02/2013 15:30:07,14.82,36.43,23.14,215.938
18/02/2013 15:45:02,14.82,36.43,23.19,215.719
18/02/2013 16:00:05,14.82,36.43,23.30,215.303
18/02/2013 16:15:09,14.82,36.44,23.42,214.876
18/02/2013 16:30:03,14.82,36.44,23.47,214.680
18/02/2013 16:45:06,14.82,36.44,23.49,214.604
18/02/2013 17:00:00,14.82,36.44,23.50,214.562
18/02/2013 17:15:04,14.82,36.44,23.52,214.497
18/02/2013 17:30:07,14.82,36.44,23.52,214.467
18/02/2013 17:45:02,14.82,36.44,23.50,214.550
18/02/2013 18:00:06,14.82,36.44,23.47,214.667
18/02/2013 18:15:01,14.82,36.44,23.44,214.793
18/02/2013 18:30:06,14.82,36.44,23.40,214.912
18/02/2013 18:45:02,14.82,36.44,23.38,215.004
18/02/2013 19:00:07,14.82,36.44,23.36,215.067
18/02/2013 19:15:04,14.82,36.44,23.35,215.112
18/02/2013 19:30:00,14.82,36.44,23.34,215.141
18/02/2013 19:45:06,14.82,36.44,23.34,215.161
18/02/2013 20:00:03,14.82,36.44,23.33,215.173
18/02/2013 20:15:01,14.82,36.44,23.33,215.180
18/02/2013 20:30:08,14.82,36.44,23.33,215.187
18/02/2013 20:45:07,14.82,36.45,23.33,215.193
18/02/2013 21:00:05,14.82,36.45,23.33,215.199
18/02/2013 21:15:05,14.82,36.45,23.33,215.202
18/02/2013 21:30:04,14.82,36.45,23.33,215.206
18/02/2013 21:45:04,14.82,36.45,23.32,215.208
18/02/2013 22:00:05,14.82,36.45,23.32,215.206
18/02/2013 22:15:05,14.82,36.45,23.33,215.202
18/02/2013 22:30:06,14.82,36.45,23.33,215.196
18/02/2013 22:45:08,14.82,36.45,23.33,215.189
18/02/2013 23:00:00,14.82,36.45,23.33,215.184
18/02/2013 23:15:02,14.82,36.45,23.33,215.182
18/02/2013 23:30:05,14.82,36.45,23.33,215.184
18/02/2013 23:45:09,14.82,36.45,23.33,215.192
19/02/2013 00:00:03,14.82,36.45,23.33,215.203
19/02/2013 00:15:07,14.82,36.45,23.32,215.216
19/02/2013 00:30:03,14.82,36.45,23.32,215.229
19/02/2013 00:45:08,14.82,36.45,23.31,215.242
19/02/2013 01:00:04,14.82,36.45,23.31,215.254
19/02/2013 01:15:01,14.82,36.45,23.31,215.265
19/02/2013 01:30:07,14.82,36.45,23.31,215.277
19/02/2013 01:45:04,14.82,36.45,23.30,215.291
19/02/2013 02:00:02,14.82,36.45,23.30,215.306
19/02/2013 02:15:09,14.82,36.45,23.29,215.323
19/02/2013 02:30:07,14.82,36.45,23.29,215.339
19/02/2013 02:45:06,14.82,36.45,23.28,215.357
19/02/2013 03:00:04,14.82,36.45,23.28,215.375
19/02/2013 03:15:03,14.82,36.45,23.27,215.395
19/02/2013 03:30:02,14.82,36.45,23.27,215.419
19/02/2013 03:45:01,14.82,36.45,23.26,215.445
19/02/2013 04:00:01,14.82,36.45,23.25,215.473
19/02/2013 04:15:09,14.82,36.45,23.25,215.503
19/02/2013 04:30:09,14.82,36.45,23.24,215.535
19/02/2013 04:45:08,14.82,36.45,23.23,215.567
19/02/2013 05:00:07,14.82,36.45,23.22,215.600
19/02/2013 05:15:06,14.82,36.45,23.21,215.633
19/02/2013 05:30:05,14.82,36.45,23.20,215.665
19/02/2013 05:45:04,14.82,36.45,23.20,215.695
19/02/2013 06:00:03,14.82,36.45,23.19,215.724
19/02/2013 06:15:01,14.82,36.45,23.18,215.753
19/02/2013 06:30:09,14.82,36.45,23.17,215.783
19/02/2013 06:45:07,14.82,36.45,23.16,215.809
19/02/2013 07:00:05,14.82,36.45,23.16,215.829
19/02/2013 07:15:02,14.82,36.45,23.15,215.846
19/02/2013 07:30:09,14.82,36.45,23.15,215.858
19/02/2013 07:45:05,14.82,36.45,23.15,215.865
19/02/2013 08:00:01,14.82,36.45,23.15,215.868
19/02/2013 08:15:07,14.82,36.45,23.15,215.867
19/02/2013 08:30:02,14.82,36.45,23.15,215.863
19/02/2013 08:45:07,14.82,36.45,23.15,215.854
19/02/2013 09:00:01,14.82,36.45,23.16,215.841
19/02/2013 09:15:05,14.82,36.45,23.16,215.825
19/02/2013 09:30:07,14.82,36.45,23.17,215.806
19/02/2013 09:45:00,14.82,36.45,23.17,215.783
19/02/2013 10:00:02,14.82,36.45,23.18,215.758
19/02/2013 10:15:04,14.82,36.45,23.18,215.733
19/02/2013 10:30:04,14.82,36.45,23.19,215.710
19/02/2013 10:45:05,14.82,36.45,23.20,215.689
19/02/2013 11:00:05,14.82,36.45,23.20,215.669
19/02/2013 11:15:05,14.82,36.45,23.21,215.651
19/02/2013 11:30:04,14.82,36.45,23.21,215.634
19/02/2013 11:45:02,14.82,36.45,23.22,215.619
19/02/2013 12:00:01,14.82,36.45,23.22,215.605
19/02/2013 12:15:08,14.82,36.45,23.22,215.592
19/02/2013 12:30:06,14.82,36.45,23.23,215.581
19/02/2013 12:45:04,14.82,36.45,23.23,215.570
19/02/2013 13:00:02,14.82,36.45,23.23,215.560
19/02/2013 13:15:08,14.82,36.45,23.23,215.549
19/02/2013 13:30:06,14.82,36.45,23.24,215.539
19/02/2013 13:45:02,14.82,36.45,23.24,215.529
19/02/2013 14:00:08,14.82,36.45,23.24,215.519
19/02/2013 14:15:04,14.82,36.45,23.25,215.507
19/02/2013 14:30:00,14.82,36.45,23.25,215.493
19/02/2013 14:45:06,14.82,36.45,23.25,215.476
19/02/2013 15:00:02,14.82,36.45,23.26,215.454
19/02/2013 15:15:07,14.82,36.45,23.27,215.427
19/02/2013 15:30:03,14.82,36.45,23.27,215.398
19/02/2013 15:45:08,14.82,36.45,23.28,215.377
19/02/2013 16:00:04,14.82,36.45,23.28,215.361
19/02/2013 16:15:08,14.82,36.45,23.29,215.343
19/02/2013 16:30:03,14.82,36.45,23.29,215.321
19/02/2013 16:45:07,14.82,36.45,23.30,215.298
19/02/2013 17:00:02,14.82,36.45,23.31,215.279
19/02/2013 17:15:06,14.82,36.45,23.31,215.251
19/02/2013 17:30:01,14.82,36.45,23.32,215.210
19/02/2013 17:45:05,14.82,36.45,23.34,215.165
19/02/2013 18:00:09,14.82,36.45,23.35,215.115
19/02/2013 18:15:04,14.82,36.45,23.37,215.046
19/02/2013 18:30:08,14.82,36.45,23.40,214.911
19/02/2013 18:45:02,14.82,36.45,23.45,214.723
19/02/2013 19:00:06,14.82,36.46,23.48,214.605
19/02/2013 19:15:01,14.82,36.46,23.49,214.580
19/02/2013 19:30:05,14.82,36.46,23.48,214.613
19/02/2013 19:45:00,14.82,36.46,23.46,214.678
19/02/2013 20:00:05,14.82,36.46,23.44,214.749
19/02/2013 20:15:00,14.82,36.46,23.42,214.816
19/02/2013 20:30:06,14.82,36.46,23.41,214.876
19/02/2013 20:45:02,14.82,36.46,23.39,214.927
19/02/2013 21:00:07,14.82,36.46,23.38,214.964
19/02/2013 21:15:04,14.82,36.46,23.38,214.991
19/02/2013 21:30:01,14.82,36.46,23.37,215.012
19/02/2013 21:45:08,14.82,36.46,23.37,215.031
19/02/2013 22:00:06,14.82,36.46,23.36,215.049
19/02/2013 22:15:04,14.82,36.47,23.36,215.065
19/02/2013 22:30:02,14.82,36.47,23.35,215.080
19/02/2013 22:45:01,14.82,36.47,23.35,215.095
19/02/2013 23:00:01,14.82,36.47,23.34,215.112
19/02/2013 23:15:01,14.82,36.47,23.34,215.130
19/02/2013 23:30:01,14.82,36.47,23.33,215.149
19/02/2013 23:45:02,14.82,36.47,23.33,215.167
20/02/2013 00:00:04,14.82,36.47,23.32,215.183
